old_file,abstract
1801_07760.tex," Let $R$ be a commutative Noetherian ring, $\fa$ be an ideal of $R$ and $M$ be an $R$ -module. It is shown that if $\Ext^i_R(R/\fa,M)$ is minimax for all $i\leq \dim M$ , then the $R$ -module $\Ext^i_R(N,M)$ is minimax for all $i\geq 0$ and for any finitely generated $R$ -module $N$ with $\Supp_R(N) \subseteq V (\fa)$ and $\dim N \leq 1$ . As a consequence of this result we obtain that for any $\fa$ -torsion $R$ -module $M$ that $\Ext^i_R(R/\fa, M)$ is minimax for all $i\leq \dim M$ , all Bass numbers and all Betti numbers of $M$ are finite. This generalizes BNS2015 . Also, some equivalent conditions for the cominimaxness of local cohomology modules with respect to ideals of dimension at most one are given. "
1801_03301_Cr_surface_electron_phonon_coupling.tex," It is experimentally well established that the Cr(001)-surface exhibits a sharp resonance around the Fermi level. However, there is no consensus about its physical origin. It is proposed to be either due to a single particle $d_{z^{2}$} surface state renormalised by electron-phonon coupling or the orbital Kondo effect involving the degenerate $d_{xz$} / $d_{yz$} states. In this work we examine the electron-phonon coupling of the Cr(001)-surface by means of ab-initio calculations in the form of density functional perturbation theory. More precisely, the electron-phonon mass-enhancement factor of the surface layer is investigated for the 3d states. For the majority and minority spin $d_{z^{2}$} surface states we find values of $0.19$ and $0.16$ . We show that these calculated electron-phonon mass-enhancement factors are not in agreement with the experimental data even if we use realistic values for the temperature range and surface Debye frequency for the fit of the experimental data. More precisely, then experimentally an electron-phonon mass-enhancement factor of $0.70\pm0.10$ is obtained, which is not in agreement with our calculated values of $0.19$ and $0.16$ . Therefore, we conclude that the experimentally observed resonance at the Cr(001)-surface is not due to polaronic effects, but due to electron-electron correlation effects.  "
1801_07212_hcssh.tex,"A better understanding of sulphur chemistry is needed to solve the interstellar sulphur depletion problem. A way to achieve this goal is to study new S-bearing molecules in the laboratory, obtaining accurate rest frequencies for an astronomical search. We focus on dithioformic acid, HCSSH, which is the sulphur analogue of formic acid. % % context (optional) "
1801_00702_manuscript.tex," As a generalization of Dempster-Shafer theory, the theory of D numbers is a new theoretical framework for uncertainty reasoning. Measuring the uncertainty of knowledge or information represented by D numbers is an unsolved issue in that theory. In this paper, inspired by distance based uncertainty measures for Dempster-Shafer theory, a total uncertainty measure for a D number is proposed based on its belief intervals. The proposed total uncertainty measure can simultaneously capture the discord, and non-specificity, and non-exclusiveness involved in D numbers. And some basic properties of this total uncertainty measure, including range, monotonicity, generalized set consistency, are also presented. "
1801_09081.tex," In this paper, we pose several conjectures on structures and images of maximal rationally connected fibrations of smooth projective varieties admitting semi-positive holomorphic sectional curvature. Toward these conjectures, we prove that the numerical dimension of images of such fibrations is zero under the assumption of the abundance conjecture. As an application, we show that any compact K \""ahler surface with semi-positive holomorphic sectional curvature is rationally connected, or a complex torus, or a ruled surface over an elliptic curve. "
1801_00970_Topological_G-Operads.tex, This paper shows that the semi-direct product construction for $G$ -operads and the levelwise Borel construction for $G$ -cooperads are intertwined by the topological operadic bar construction.
1801_06408_main.tex," In query optimisation accurate cardinality estimation is essential for finding optimal query plans. It is especially challenging for RDF due to the lack of explicit schema and the excessive occurrence of joins in RDF queries. Existing approaches typically collect statistics based on the counts of triples and estimate the cardinality of a query as the product of its join components, where errors can accumulate even when the estimation of each component is accurate. As opposed to existing methods, we propose PRESTO, a cardinality estimation method that is based on the counts of subgraphs instead of triples and uses a probabilistic method to estimate cardinalities of RDF queries as a whole. PRESTO avoids some major issues of existing approaches and is able to accurately estimate arbitrary queries under a bound memory constraint. We evaluate PRESTO with YAGO and show that PRESTO is more accurate for both simple and complex queries. "
1801_02344_Draft.tex," This letter introduces a novel wireless-powered backscatter communication system which allows sensors to utilize RF signals transmitted from a dedicated RF energy source to transmit data. In the proposed system, when the RF energy source transmits RF signals, the sensors are able to backscatter the RF signals to transmit date to the gateway and/or harvest energy from the RF signals for their operations. By integrating backscattering and energy harvesting techniques, we can optimize the network throughput of the system. In particular, we first formulate the time scheduling problem for the system, and then propose an optimal solution using convex optimization to maximize the overall network throughput. Numerical results show a significant throughput gain achieved by our proposed design over two other baseline schemes. "
1801_04476.tex," We prove that any affine ring $R$ over a field $k$ has full-cosupport, {\it i.e.} , the cosupport of $R$ is equal to $\Spec R$ . Using this fact, we give a complete description of all terms in a minimal pure-injective resolution of $R$ , provided that $|k|=\aleph_1$ and $\dim R\geq 2$ . As a corollary, we obtain a partial answer to a conjecture by Gruson. "
1801_04370_ms.tex," With observations of the Interface Region Imaging Spectrograph (IRIS), we study chromospheric heating and evaporation during an M1.6 flare SOL2015-03-12T11:50. At the flare ribbons, the Mg~ {ii} ~2791.59  line shows quasi-periodic short-duration red-wing enhancement, which is likely related to repetitive chromospheric condensation as a result of episodic heating. On the contrary, the Si~ {iv} ~1402.77  line reveals a persistent red-wing asymmetry in both the impulsive and decay phases, suggesting that this line responds to both cooling downflows and chromospheric condensation. The first two episodes of red-wing enhancement occurred around 11:42 UT and 11:45 UT, when two moving brightenings indicative of heating fronts crossed the IRIS slit. The greatly enhanced red wings of the Si~ {iv} ~and Mg~ {ii} ~lines at these occasions are accompanied by an obvious increase in the line intensities and the HXR flux, suggesting two episodes of energy injection into the lower atmosphere in the form of nonthermal electrons. The Mg~ {ii} ~k/h ratio has a small value of $\sim$ 1.2 at the ribbons and decreases to $\sim$ 1.1 at these two occasions. Correspondingly, the Fe~ {xxi} ~1354  ~line reveals two episodes of chromospheric evaporation, which is characterized as a smooth decrease of the blue shift from $\sim$ 300 km~s $^{-1}$ to nearly zero within $\sim$ 3 minutes. The Fe~ {xxi} ~1354  ~line is entirely blueshifted in the first episode, while appears to contain a nearly stationary component and a blueshifted component in the second episode. More episodes of blueshifted Fe~ {xxi} ~emission is found around the northern ribbon in the decay phase, though no obvious response is detected in the Si~ {iv} ~and Mg~ {ii} ~emission. We have also examined the Fe~ {xxi} emission at the flare loop top and identified a secondary component with a $\sim$ 200 km~s $^{-1}$ red shift, which possibly results from the downward moving reconnection outflow. Our analysis also suggests a reference wavelength of 1354.0878 $\pm$ 0.0072  for this Fe~ {xxi} line. "
1801_01254_main.tex," 	Spicule oscillations involve high-frequency components with a typical period approximately corresponding to $40-50$ s. 	The typical time scale of the photospheric oscillation is a few minutes, and thus, the origin of this high-frequency component is not trivial. 	In this study, a one-dimensional numerical simulation is performed to demonstrate that the observed spicule oscillations originate from longitudinal-to-transverse mode conversion 	that occurs around the equipartition layer in the chromosphere. 	Calculations are conducted in a self-consistent manner with the exception of additional heating to maintain coronal temperature. 	The analyses indicate the following features: 	(1) mode conversion efficiently excites high-frequency transverse waves; 	(2) the typical period of the high-frequency waves corresponds to the sound-crossing time of the mode conversion region; and 	(3) simulated root-mean-square velocity of the high-frequency component is consistent with the observed value. 	These results indicate that the observation of spicule oscillation provides direct evidence of mode conversion in the chromosphere. 		 "
1801_06466_exp_sc.tex," Let $G$ be a finite abelian group of order $n$ and let $\dn$ denote the $(n-1)$ -simplex on the vertex set $G$ . The sum complex  $X_{A,k}$ associated to a subset $A \subset G$ and $k < n$ , is the $k$ -dimensional simplicial complex obtained by taking the full $(k-1)$ -skeleton of $\dn$ together with all $(k+1)$ -subsets $\sigma \subset G$ that satisfy $x \in \sigma x \in A$ . Let $C^{k-1}(X_{A,k})$ denote the space of complex valued $(k-1)$ -cochains of $X_{A,k}$ . Let $L_{k-1}:C^{k-1}(X_{A,k}) k-1(X_{A,k})$ denote the reduced $(k-1)$ -th Laplacian of $X_{A,k}$ , and let $k-1(X_{A,k})$ be the minimal eigenvalue of $L_{k-1}$ . \\ It is shown that if $k \geq 1$ and $\epsilon>0$ are fixed, and $A$ is a random subset of $G$ of size $m=4k^2\log n{\epsilon^2}\rceil$ , then \[ \pr k-1(X_{A,k}) < (1-\epsilon)m~\big] =O \left(\ frac {1} {n} \right). \] \ \\ \\ 2000 MSC: 05E45, 60C05 \\ Keywords:  Random sum complexes, High dimensional Laplacians, Spectral gap. "
1801_06555.tex," We prove a theorem of Tits type for automorphism groups of projective varieties over an algebraically closed field of arbitrary characteristic, which was first conjectured by Keum, Oguiso and Zhang for complex projective varieties. "
1801_03102_306985.tex," Recent advances in the physical vapor deposition (PVD) of protective fluoride films have raised the far ultraviolet (FUV: 912 -- 1600 \AA) reflectivity of aluminum-based mirrors closer to the theoretical limit. The greatest gains, at more than 20$\%$ , have come for lithium fluoride protected aluminum (LiF+Al), which has the shortest wavelength cutoff of any conventional overcoat. Despite the success of the NASA $FUSE$ mission, the use of LiF-based optics is rare as LiF is hygroscopic and requires handling procedures that can drive risk. With NASA now studying two large mission concepts for astronomy (LUVOIR and HabEx) that mandate throughput down to 1000 \AA, the development of LiF-based coatings becomes crucial. This paper discusses steps that are being taken to qualify these new enhanced LiF protected aluminum (eLiF) mirror coatings for flight. In addition to quantifying the hygroscopic degradation, we have developed a new method of protecting eLiF with an ultrathin (10 -- 20 \AA) capping layer of a non-hygroscopic material to increase durability. We report on the performance of eLiF-based optics and assess the steps that need to be taken to qualify such coatings for LUVOIR, HabEx, and other FUV-sensitive space missions.  "
1801_09223_decomp_local_mi_inf_mis_contrib.tex,"  The pointwise mutual information quantifies the mutual information between events $x$ and $y$ from  random variable $X$ and $Y$ . This article considers the pointwise mutual information in a  directed sense, examining precisely how an event $y$ provides information about $x$ via  probability mass exclusions. Two distinct types of exclusions are identified---namely informative  and misinformative exclusions. Then, inspired by Fano's postulates for the pointwise mutual  information, three postulates are proposed that aim to decompose the pointwise mutual information  into a non-negative informational component associated with the informative exclusions, and a  non-positive informational component associated with the misinformative exclusions. This leads to  a novel derivation of a familiar decomposition of the pointwise mutual information into its  entropic components. The paper concludes by discussing the relevance of considering information  in terms of probability mass exclusions to the ongoing effort to decompose multivariate  information. "
1801_08839_GeoGAN.tex," 	Instance segmentation is a problem of significance in computer vision. However, preparing annotated data for this task is extremely time-consuming and costly. By combining the advantages of 3D scanning, physical reasoning, and GAN techniques, we introduce a novel pipeline named Geometry-guided GAN (GeoGAN) to obtain large quantities of training samples with minor annotation. Our pipeline is well-suited to most indoor and some outdoor scenarios. To evaluate our performance, we build a new Instance-60K dataset, with various of common objects categories. Extensive experiments show that our pipeline can achieve decent instance segmentation performance given very low human annotation cost. "
1801_02789_manuscript3.tex," Secure communication is a matter of genuine concern that includes means whereby entities can share information without a third party's interception. Key agreement protocols are one of the common approaches in which two or more parties can agree upon a key, which precludes undesired third parties from forcing a key choice on them. Over the past decade, chaos-based key agreement protocols have been studied and employed widely. Recently, Yoon and Jeon proposed a novel key agreement protocol based on chaotic maps and claimed security and practicality for their protocol. We find that Yoon-Jeon's protocol suffers certain issues: (1) It introduces a trusted third party whose very presence increases the implementation cost. (2) requires a multiplicity of encryption/decryption computations and (3) does not protect the user's anonymity. In order to overcome these problems, we present an enhanced key agreement protocol with user anonymity. Theoretical analysis demonstrates that the proposed protocol is efficient and resists current attacks.  "
1801_08082_mgb17v2.tex," A kinetic equation for a system of elastic hard spheres or disks confined by a hard wall of arbitrary shape is derived. It is a generalization of the modified Enskog equation in which the effects of the confinement are taken into account and it is supposed to be valid up to moderate densities. From the equation, balance equations for the hydrodynamic fields are derived, identifying the collisional transfer contributions to the pressure tensor and heat flux. A Lyapunov functional, $H[f]$ , is identified. For any solution of the kinetic equation, $H$ decays monotonically in time until the system reaches the inhomogeneous equilibrium distribution, that is a Maxwellian distribution with a the density field consistent with equilibrium statistical mechanics.  \keywords{Kinetic theory \and hard-sphere fluid \and Enskog equation \and $H$-theorem} "
1801_03329_paper.tex," We consider the task of weakly supervised one-shot detection. In this task, we attempt to perform a detection task over a set of unseen classes, when training only using weak binary labels that indicate the existence of a class instance in a given example. The model is conditioned on a single exemplar of an unseen class and a target example that may or may not contain an instance of the same class as the exemplar. A similarity map is computed by using a Siamese neural network to map the exemplar and regions of the target example to a latent representation space and then computing cosine similarity scores between representations. An attention mechanism weights different regions in the target example, and enables learning of the one-shot detection task using the weaker labels alone. The model can be applied to detection tasks from different domains, including computer vision object detection. We evaluate our attention Siamese networks on a one-shot detection task from the audio domain, where it detects audio keywords in spoken utterances. Our model considerably outperforms a baseline approach and yields a 42.6 \% average precision for detection across 10 unseen classes. Moreover, architectural developments from computer vision object detection models such as a region proposal network can be incorporated into the model architecture, and results show that performance is expected to improve by doing so. "
1801_10023_main.tex," We review a series of quantum memory protocols designed to store the {quantum} information carried by {light} into atomic ensembles. {In particular, we show how a simple semiclassical formalism allows to gain insight into various memory protocols and to highlight strong analogies between them. These analogies naturally lead to a classification of light storage protocols in{to} two categories, {namely} photon echo and {\it slow-light} memories.}  {We focus on the storage and retrieval dynamics as a key step to map the optical information into the atomic excitation.} We finally {review} various criteria adapted for both continuous variables and photon-counting measurement techniques to {certify} the quantum nature of {these} memory {protocols} . "
1801_04281_title-LHCb-PAPER.tex,"  \noindent The \herschel detector consists of a set of scintillating counters, designed to increase the coverage of the \lhcb experiment in the high-rapidity regions on either side of the main spectrometer. The new detector improves the capabilities of \lhcb for studies of diffractive interactions, most notably Central Exclusive Production. In this paper the construction, installation, commissioning, and performance of \herschel are presented.  "
1801_08937_pcg_paper.tex,An estimation of the sky signal from streams of Time Ordered Data (TOD) acquired by the Cosmic Microwave Background (\cmb) experiments is one of the most important steps in the context of \cmb data analysis referred to as the map-making problem. The continuously growing \cmb data sets render the \cmb map-making problem progressively more challenging in terms of computational cost and memory in particular in the context of ground based experiments with their operational limitations as well as the presence of contaminants.
1801_08652_paper.tex," Recent advances in the development of commercial quantum annealers such as the D-Wave 2X allow solving NP-hard optimization problems that can be expressed as quadratic unconstrained binary programs. However, the relatively small number of available qubits (around 1000 for the D-Wave 2X quantum annealer) poses a severe limitation to the range of problems that can be solved. This paper explores the suitability of preprocessing methods for reducing the sizes of the input programs and thereby the number of qubits required for their solution on quantum computers. Such methods allow us to determine the value of certain variables that hold in either any optimal solution (called strong persistencies) or in at least one optimal solution (weak persistencies). We investigate preprocessing methods for two important NP-hard graph problems, the computation of a maximum clique and a maximum cut in a graph. We show that the identification of strong and weak persistencies for those two optimization problems is very instance-specific, but can lead to substantial reductions in the number of variables. "
1801_08496_Pigulski-Cook-arXiv.tex, The raw BRITE photometry is affected by the presence of many outliers and instrumental effects. We present and discuss possible ways to correct the photometry for instrumental effects. Special attention is paid to the procedure of decorrelation which enables removal of most of the instrumental effects and considerably improves the quality of the final photometry.
1801_07382.tex," We consider the 3D axisymmetric Euler equations without swirl on some bounded axial symmetric domains. In this setting, well-posedness is well known due to the essentially 2D geometry. The quantity $\omega^\theta/r$ plays the role of vorticity in 2D. First, we prove that the gradient of $\omega^\theta/r$ can grow at most double exponentially with improving a priori bound close to the axis of symmetry. Next, on the unit ball, we show that at the boundary, one can achieve double exponential growth of the gradient of $\omega^\theta/r$ . "
1801_09866_Template.tex," This paper presents methods to accelerate recurrent neural network based language models (RNNLMs) for online speech recognition systems. Firstly, a lossy compression of the past hidden layer outputs (history vector) with caching is introduced in order to reduce the number of LM queries. Next, RNNLM computations are deployed in a CPU-GPU hybrid manner, which computes each layer of the model on a more advantageous platform. The added overhead by data exchanges between CPU and GPU is compensated through a frame-wise batching strategy. The performance of the proposed methods evaluated on LibriSpeech http://www.openslr.org/12/ test sets indicates that the reduction in history vector precision improves the average recognition speed by 1.23 times with minimum degradation in accuracy. On the other hand, the CPU-GPU hybrid parallelization enables RNNLM based real-time recognition with a four times improvement in speed. "
1801_04403_main.tex," It has been extensively shown in past literature that Bayesian Game Theory and Quantum Non-locality have strong ties between them. Pure Entangled States have been used, in both common and conflict interest games, to gain advantageous payoffs, both at the individual and social level. In this paper we construct a game for a Mixed Entangled State such that this state gives higher payoffs than classically possible, both at the individual level and the social level. Also, we use the I-3322 inequality so that states that aren't helpful as advice for Bell-CHSH inequality can also be used. Finally, the measurement setting we use is a Restricted Social Welfare Strategy (given this particular state). "
1801_01468_sixDofSeismometer.tex," We present a novel inertial-isolation scheme based on six degree-of-freedom (6D) interferometric readout of a single reference mass. It is capable of reducing inertial motion by more than two orders of magnitude at 100 \,mHz compared with what is achievable with state-of-the-art seismometers. This would in turn dramatically improve the low-frequency sensitivity of gravitational-wave detectors. The scheme is inherently two-stage, the reference mass is softly suspended within the platform to be isolated, which is itself suspended from the ground. The platform is held constant relative to the reference mass and this closed-loop control effectively transfers the low force-noise of the reference mass to the platform. The loop gain also reduces non-linear couplings and dynamic range requirements in the soft-suspension mechanics and the interferometric readout. "
1801_01199_cochranmckay.tex," We report on imaging and spectroscopic observations of comet C/2016~R2 (Pan-STARRS) obtained with the 0.8 \,m and 2.7 \,m telescopes of McDonald Observatory in November and December 2017 respectively. The comet was at a heliocentric distance greater than 3 \sc{\sc au} during both sets of observations. The images showed a well-developed tail with properties that suggested it was an ion tail. The spectra confirmed that we were observing well-developed bands of CO $^+$ and N $_2^+$ . The N $_2^+$ detection was unequivocally cometary and was one of the strongest bands of N $_2^+$ detected in a comet spectrum. We derived the ratio of these two ions and from that we were able to derive that N $_2$ /CO = 0.15. This is the highest such ratio reported for a comet. "
1801_04294_cnt_metal_revised_final_bib.tex," Capillary and van der Waals forces cause nanotubes to deform or even collapse under metal contacts. Using ab-initio bandstructure calculations, we find that these deformations reduce the bandgap by as much as 30 \%, while fully collapsed nanotubes become metallic. Moreover degeneracy lifting, due to the broken axial symmetry and wavefunctions mismatch between the fully collapsed and the round portions of a CNT, leads to a three times higher contact resistance. The latter we demonstrate by contact resistance calculations within the tight-binding approach.    \item[PACS numbers]   "
1801_09483_kreuzer18.tex," Although frames, which are a generalization of bases, are important tools used in signal processing, their potential in other fields of acoustics has not been fully explored yet. Gabor frames are very well adapted to represent oscillating functions, and therefore have a great potential as ansatz functions for Helmholtz FEM/BEM. In this paper representations of the solution of a scattering problem in 2D using Gabor frames based on B-splines as building blocks are investigated and some properties of these frames will be shown based on numerical experiments. "
1801_07234_6dFGS.tex,"We present a new accurate catalog of narrow-line Seyfert 1 galaxies (NLS1s) in the southern hemisphere from the Six-degree Field Galaxy Survey (6dFGS) final data release, which is currently the most extensive spectroscopic survey available in the southern sky whose database has not yet been systematically explored. We classified 167 sources as NLS1s based on their optical spectral properties. We derived flux-calibrated spectra for the first time that the 6dFGS indeed does not provide. By analyzing these spectra, we obtained strong correlations between the monochromatic luminosity at 5100 $\AA$ and the luminosity of H$\beta$ and [O III]$\lambda$5007 lines. The estimated central black hole mass and Eddington ratio have an average value of $9.55 \times 10^{6 M_{Edd$ respectively, which is a typical value for NLS1s. In the sample, 23 (13.8$\%$) NLS1s were detected at radio frequencies, and 10 (6.0$\%$) of them are radio-loud. Our results confirmed that radio-loud sources tend to have higher redshift, more massive black hole, and higher radio and optical luminosity than radio-quiet sources.}"
1801_00742_main.tex,"  Population protocols are a well established model of distributed  computation by mobile finite-state agents with very limited  storage. A classical result establishes that population protocols  compute exactly predicates definable in Presburger arithmetic. We  initiate the study of the minimal amount of memory required to  compute a given predicate as a function of its size. We present  results on the predicates $x \geq n$ for $n\in \N$ , and more  generally on the predicates corresponding to systems of linear  inequalities. We show that they can be computed by protocols with  $O(\log n)$ states (or, more generally, logarithmic in the  coefficients of the predicate), and that, surprisingly, some  families of predicates can be computed by protocols with $O(\log\log  n)$ states. We give essentially matching lower bounds for the class  of 1-aware protocols. "
1801_04159_wikirank.tex, 00-abstract
1801_04084_abstract.tex," Whenever modern CPUs encounter a conditional branch for which the condition cannot be evaluated yet, they predict the likely branch target and speculatively execute code. Such pipelining is key to optimizing runtime performance and is incorporated in CPUs for more than 15 years. In this paper, to the best of our knowledge, we are the first to study the inner workings and the security implications of such speculative execution. We revisit the assumption that speculatively executed code leaves no traces in case it is not committed. We reveal several measurable side effects that allow adversaries to enumerate mapped memory pages and to read arbitrary memory---all using only speculated code that was never fully executed. To demonstrate the practicality of such attacks, we show how a user-space adversary can probe for kernel pages to reliably break kernel-level ASLR in Linux in under three seconds and reduce the Windows 10 KASLR entropy by 18~bits in less than a second. "
1801_01261_minxss_instrument_paper_final_resubmit2.tex," The {\it Miniature X-ray Solar Spectrometer} (MinXSS) CubeSat is the first solar science oriented CubeSat mission flown for the NASA Science Mission Directorate, with the main objective of measuring the solar soft X-ray (SXR) flux and a science goal of determining its influence on Earth's ionosphere and thermosphere. These observations can also be used to investigate solar quiescent, active region, and flare properties. The MinXSS X-ray instruments consist of a spectrometer, called X123, with a nominal 0.15 keV full-width-half-maximum (FWHM) resolution at 5.9 keV and a broadband X-ray photometer, called XP. Both instruments are designed to obtain measurements from 0.5 \,-- \it Geostationary Operational Environmental Satellite keV at a nominal time cadence of 10 seconds. A description of the MinXSS instruments, performance capabilities, and relation to the  (GOES) 0.1 \,-- \,0.8 nm flux are discussed in this article. Early MinXSS results demonstrate the capability to measure variations of the solar spectral SXR flux between 0.8 \,-- \,12 keV from at least GOES A5--M5 (5 $\times$ 10 $^{-8}$ \,-- \,5 $\times$ 10 $^{-5}$ W m $^{-2}$ ) levels and infer physical properties (temperature and emission measure) from the MinXSS data alone. Moreover, coronal elemental abundances can be inferred, specifically Fe, Ca, Si, Mg, S, Ar, and Ni, when there is sufficiently high count rate at each elemental spectral feature. Additionally, temperature response curves and emission measure loci demonstrate the MinXSS sensitivity to plasma emission at different temperatures. MinXSS observations coupled with those from other solar observatories can help address some of the most compelling questions in solar coronal physics. Finally, simultaneous observations by MinXSS and {\it Reuven Ramaty High Energy Solar Spectroscopic Imager} (RHESSI) can provide the most spectrally complete soft X-ray solar flare photon flux measurements to date. "
1801_09224_AutoTag.tex," %2.27 On-body devices are an intrinsic part of the Internet-of-Things (IoT) vision to provide human-centric services. These on-body IoT devices are largely embedded devices that lack a sophisticated user interface to facilitate traditional Pre-Shared Key based security protocols. Motivated by this real-world security vulnerability, this paper proposes SecureTag, a system designed to add defense in depth against active attacks by integrating physical layer (PHY) information with upper-layer protocols. The underpinning of SecureTag is a signal processing technique that extracts the peculiar propagation characteristics of creeping waves to discern on-body devices. Upon overhearing a suspicious transmission, SecureTag initiates a PHY-based challenge-response protocol to mitigate attacks. We implement our system on different commercial off-the-shelf (COTS) wearables and a smartphone. Extensive experiments are conducted in a lab, apartments, malls, and outdoor areas, involving 12 volunteer subjects of different age groups, to demonstrate the robustness of our system. Results show that our system can mitigate 96.13 \% of active attack attempts while triggering false alarms on merely 5.64 \% of legitimate traffic. "
1801_09989_CrMoW-Cu_Hpt.tex," Cu-refractory composites containing Cr, Mo or W were subjected to severe plastic deformation using room temperature high-pressure torsion (HPT). A lamellar microstructure developed in each of the composites at equivalent strains of $\sim$ 75. The refractory metals developed $hkl\\langle111\rangle$ fibre textures with a slight tilt to the tangential direction, as expected for pure-shear deformation of a body-centred cubic phase. This texture was stronger and more clearly defined in Mo and W than in Cr. By applying additional HPT deformation to these samples, perpendicular to the original shear strain, it was found that the lamellar structure of Cu30Mo70 and Cu20W80 (wt. \%) composites could be retained at high equivalent strains and the refractory layer thickness could be reduced to 20--50 \,nm in Cu20W80 and 10-20 \,nm in Cu30Mo70. Although neighbouring regions of the microstucture were aligned and there was evidence of local texture in both composites, the bulk texture of Cu30Mo70 became weaker during this second step of HPT deformation. This was attributed to the refractory metal lamellae being discontinuous and imperfectly aligned. This work shows that it is possible to form ultrafine composites of Cu-group VI refractory metals via high-pressure torsion, with namolamellar structures being possible where there is a sufficient volume fraction of Mo or W. "
1801_06136_merged.tex," % \small \baselineskip=9pt  Nonnegative matrix factorization (NMF) is one of the most frequently-used matrix factorization models in data analysis. A significant reason to the popularity of NMF is its interpretability and the `parts of whole' interpretation of its components. Recently, max-times, or subtropical, matrix factorization (SMF) has been introduced as an alternative model with equally interpretable `winner takes it all' interpretation. In this paper we propose a new mixed linear--tropical model, and a new algorithm, called Latitude, that combines NMF and SMF, being able to smoothly alternate between the two. In our model, the data is modeled using the latent factors and latent parameters that control whether the factors are interpreted as NMF or SMF features, or their mixtures. We present an algorithm for our novel matrix factorization. Our experiments show that our algorithm improves over both baselines, and can yield interpretable results that reveal more of the latent structure than either NMF or SMF alone.  \bigskip \noindent Keywords: matrix factorization; subtropical algebra; NMF %%% Local Variables: %%% mode: latex %%% TeX-master: ""paper"" %%% End:   "
1801_03445_oscillation_prl.tex," % Radio frequency devices are an essential tool for manipulating particle spins in a storage ring. This paper reports the first simultaneous measurement of the horizontal and vertical components of the polarization vector in a storage ring under the influence of a radio frequency (rf) solenoid. The experiments were performed at the Cooler Synchrotron COSY in Jülich using a vector polarized, bunched $0.97GeV/c$ deuteron beam. Using the new spin feedback system, we set the initial phase difference between the solenoid field and the precession of the polarization vector to a predefined value. The feedback system was then switched off, allowing the phase difference to change over time, and the solenoid was switched on to rotate the polarization vector. We observed an oscillation of the vertical polarization component and the phase difference. The oscillations can be described using an analytical model. The results of this experiment also apply to other rf devices with horizontal magnetic fields, such as Wien filters. The precise manipulation of particle spins in storage rings is a prerequisite for measuring the electric dipole moment (EDM) of charged particles. "
1801_08787_Mars.tex," 	Dust and sand motion are a common sight on Mars. Understanding the interaction of atmosphere and Martian soil is fundamental to describe the planet's weather, climate and surface morphology. 	 	We set up a wind tunnel to study the lift of a mixture between very fine sand and dust in a Mars simulant soil. The experiments were carried out under Martian gravity in a parabolic flight. The reduced gravity was provided by a centrifuge under external microgravity. The onset of saltation was measured for a fluid threshold shear velocity of 0.82 $\pm$ 0.04 m/s. This is considerably lower than found under Earth gravity. 	 	In addition to a reduction in weight, this low threshold can be attributed to gravity dependent cohesive forces within the sand bed, which drop by 2/3 under Martian gravity. The new threshold for saltation leads to a simulation of the annual dust cycle with a Mars GCM that is in agreement with observations. 	 "
1801_01195_JointSpectralMeasurement-JMO_tutorial_revised-final.tex," The ability to determine the joint spectral properties of photon pairs produced by the processes of spontaneous parametric downconversion (SPDC) and spontaneous four wave mixing (SFWM) is crucial for guaranteeing the usability of heralded single photons and polarization-entangled pairs for multi-photon protocols. In this paper, we compare six different techniques that yield either a characterization of the joint spectral intensity or of the closely-related purity of heralded single photons. These six techniques include: i) scanning monochromator measurements, ii) a variant of Fourier transform spectroscopy designed to extract the desired information exploiting a resource-optimized technique, iii) dispersive fibre spectroscopy, iv) stimulated-emission-based measurement, v) measurement of the second-order correlation function $g^{(2)}$ for one of the two photons, and vi) two-source Hong-Ou-Mandel interferometry. We discuss the relative performance of these techniques for the specific cases of a SPDC source designed to be factorable and SFWM sources of varying purity, and compare the techniques' relative advantages and disadvantages. "
1801_02729_ESD_v6.tex," Quantum entanglement, the essential resource for quantum information processing, has rich dynamics under different environments. Probing different entanglement dynamics typically requires exquisite control of complicated system-environment coupling in real experimental systems. Here, by a simple control of the effective solid-state spin bath in a diamond sample, we observe rich entanglement dynamics, including the conventional asymptotic decay as well as the entanglement sudden death, a term coined for the phenomenon of complete disappearance of entanglement after a short finite time interval. Furthermore, we observe counter-intuitive entanglement rebirth after its sudden death in the same diamond sample by tuning an experimental parameter, demonstrating that we can conveniently control the non-Markovianity of the system-environment coupling through a natural experimental knob. Further tuning of this experimental knob can make the entanglement dynamics completely coherent under the same environmental coupling. Probing of entanglement dynamics, apart from its fundamental interest, may find applications in quantum information processing through control of the environmental coupling. "
1801_09005_twopoint_calib.tex," Calibrating narrow field of view soccer cameras is challenging because there are very few field markings in the image. Unlike previous solutions, we propose a two-point method, which requires only two point correspondences given the prior knowledge of base location and orientation of a pan-tilt-zoom (PTZ) camera. We deploy this new calibration method to annotate pan-tilt-zoom data from soccer videos. The collected data are used as references for new images. We also propose a fast random forest method to predict pan-tilt angles without image-to-image feature matching, leading to an efficient calibration method for new images. We demonstrate our system on synthetic data and two real soccer datasets. Our two-point approach achieves superior performance over the state-of-the-art method.    "
