old_file,abstract
1801_10413_HP_arxiv.tex," 		A variety $X/k$ is said to have the Hilbert Property if $X(k)$ is not thin. We shall describe some examples of varieties, for which the Hilbert Property is a new result. 		 		 We give a criterion for determining when the Hilbert Property for a variety $X$ implies the Hilbert Property for quotients $X/G$ of the variety by an action of a finite group. In the case of linear actions of the group $G$ , this gives examples of (non-rational) unirational varieties with the Hilbert Property, providing positive examples to a conjecture by Colliot-Thélène and Sansuc. 		 		 We focus then on the study of the Hilbert Property for K3 surfaces that have two elliptic fibrations, in particular on diagonal quartic surfaces, i.e. varieties of the form $ax^4+by^4+cz^4+dw^4=0$ . We then show, through an explicit application, how one may use the criterion above to provide other examples of K3 surfaces with the Hilbert Property. Since the Hilbert Property is related to an abudance of rational points, K3 surfaces should (conjecturally) represent a limiting case in dimension 2. 		 %		 Rational Points \and Cubic and quartic equations \and Hilbert Property \and Elliptic Fibrations 		 % PACS code1 \and PACS code2 \and more %		  14G05 \and 11D25 \and 14G99 	"
1801_09603_BDF2WassersteinPaper.tex," We prove convergence of a variational formulation of the BDF2 method applied to the non-linear Fokker-Planck equation. Our approach is inspired by the JKO-method and exploits the differential structure of the underlying $L^2$ -Wasserstein space. The technique presented here extends and strengthens the results of our own recent work on the BDF2 method for general metric gradient flows in the special case of the non-linear Fokker-Planck equation: firstly, we do not require uniform semi-convexity of the augmented energy functional; secondly, we prove strong instead of merely weak convergence of the time-discrete approximations; thirdly, we directly prove without using the abstract theory of curves of maximal slope that the obtained limit curve is a weak solution of the non-linear Fokker-Planck equation. "
1801_05722_Degree-One.tex," Let $K$ denote a knot inside the homology sphere $Y$ and  $K'$ denote a knot inside a homology sphere $L$ -space. Let  $X=Y(K,K')$ denote the 3-manifold obtained by splicing the complements of $K$ and $K'$ . We show that  $\mathrm{HF}(X)) \mathrm{HF}(Y))$ . "
1801_05089_bare_jrnl.tex," We propose to use second order Reed-Muller (RM) sequence for user identification in 5G grant-free access. The benefits of RM sequences mainly lie in two folds, (i) support of much larger user space, hence lower collision probability and (ii) lower detection complexity. These two features are essential to meet the massive connectivity ( $10^7$ links/km $^2$ ), ultra-reliable and low-latency requirements in 5G, e.g., one-shot transmission ( $\leq 1$ ms) with $-4$ packet error rate. However, the non-orthogonality introduced during sequence space expansion leads to worse detection performance. In this paper, we propose a noise-resilient detection algorithm along with a layered sequence construction to meet the harsh requirements. Link-level simulations in both narrow-band and OFDM-based scenarios show that RM sequences are suitable for 5G.% This work was supported in part by National Natural Science Foundation of China (No. 61401388) and the China Postdoctoral Science Foundation Funded Project (No. 2014M551736). "
1801_03962_social_spatial_article_EPJ_arxiv.tex," % abstract According to personality psychology, personality traits determine many aspects of human behaviour. However, validating this insight in large groups has been challenging so far, due to the scarcity of multi-channel data. Here, we focus on the relationship between mobility and social behaviour by analysing two high-resolution longitudinal datasets collecting trajectories and mobile phone interactions of $\sim 1000$ individuals. We show that there is a connection between the way in which individuals explore new resources and exploit known assets in the social and spatial spheres. We point out that different individuals balance the exploration-exploitation trade-off in different ways and we explain part of the variability in the data by the big five personality traits. We find that, in both realms, extraversion correlates with an individual's attitude towards exploration and routine diversity, while neuroticism and openness account for the tendency to evolve routine over long time-scales. We find no evidence for the existence of classes of individuals across the spatio-social domains. Our results bridge the fields of human geography, sociology and personality psychology and can help improve current models of mobility and tie formation. "
1801_00651_MNRAS_stx2398.tex," The escape dynamics of the stars in a barred galaxy composed of a spherically symmetric central nucleus, a bar, a flat thin disk and a dark matter halo component is investigated by using a realistic three degrees of freedom (3-dof) dynamical model. Modern colour-coded diagrams are used for distinguishing between bounded and escaping motion. In addition, the smaller alignment index (SALI) method is deployed for determining the regular, sticky or chaotic nature of bounded orbits. We reveal the basins of escape corresponding to the escape through the two symmetrical escape channels around the Lagrange points $L_2$ and $L_3$ and also we relate them with the corresponding distribution of the escape times of the orbits. Furthermore, we demonstrate how the stable manifolds, around the index-1 saddle points, accurately define the fractal basin boundaries observed in the colour-coded diagrams. The development scenario of the fundamental vertical Lyapunov periodic orbit is thoroughly explored for obtaining a more complete view of the unfolding of the singular behaviour of the dynamics at the cusp values of the parameters. Finally, we examine how the combination of the most important parameters of the bar (such as the semi-major axis and the angular velocity) influences the observed stellar structures (rings and spirals) which are formed by escaping stars guided by the invariant manifolds near the saddle points. "
1801_03357.tex," For a noetherian ring $A$ and its idempotent $e$ , Chen gave a sufficient condition so that a natural functor $G:\mod A\to \mod eAe$ induces a singular equivalence between $A$ and $eAe$ . The aim of this paper is to give a categorical version of Chen's theorem. As an application, we show that there exists a singular equivalence arising from a certain class of cotorsion pairs in $\mod\Lambda$ over a finite dimensional algebra $\Lambda$ . Finally we give a short proof of the following Matsui and Takahashi's theorem: Let $A$ be an Iwanaga-Gorenstein ring. It was proved that the projectively stable module category $\modA$ and its full subcategory $\CM(A)$ consisting of Gorenstein projective modules are singularly equivalent. "
1801_03055_DeconvolvingRNA-arXiv.tex," The structure of an RNA sequence encodes information about its biological function. A sequence is typically predicted to fold to a single minimum free energy conformation. But, an increasing number of RNA molecules are now known to fold into multiple stable structures. Discrete optimization methods are commonly used to predict foldings, and adding experimental data as auxiliary information improves prediction accuracy when there is a single dominant conformation. In this paper, we analyze the outputs of existing structural prediction models when they receive auxiliary data derived from a mixture of structures. Under a binary model of auxiliary data, we find that current structural prediction methods typically favor distributions with one dominant structure, and hence cannot guarantee accurate reconstruction of multimodal distributions. Additionally, we analyze empirical distributions of auxiliary data used in current prediction models. We show that even when the structures in a distribution are known in advance, it is difficult to determine the weightings of the structures using auxiliary data. RNA secondary structure \and thermodynamic optimization with auxiliary data \and method of moments estimators % 92D20 \and 05A15 \and 62P10 "
1801_05477_domain_walls.tex," In ordinary QCD with light, degenerate, fundamental flavors, $CP$ symmetry is spontaneously broken at $\theta=\pi$ , and domain wall solutions connecting the vacua can be constructed in chiral perturbation theory. In some cases the breaking of $CP$ saturates an 't Hooft anomaly, and anomaly inflow requires nontrivial massless excitations on the domain walls. Analogously, $CP$ can be spontaneously broken in supersymmetric QCD with light flavors and small soft breaking parameters. We study $CP$ breaking and domain walls in softly broken SQCD with $N_f<N$ flavors. Relative to ordinary QCD, the supersymmetric case contains an extra light field, the $\etap$ , which has interesting effects on the structure of the walls. Vanishing of the $CP$ anomaly is associated with the existence of multiple domain wall trajectories through field space, including walls which support no nontrivial massless excitations. In cases with an anomaly such walls are forbidden, and their absence in the relevant SQCD theories can be seen directly from the geometry of the low energy field space. In the case $N_f=N-1$ , multiple approximately-BPS walls connect the vacua. Corrections to their tensions can be computed at leading order in the soft breaking parameters, producing a phase diagram for the stable wall trajectory. We also comment on domain walls in the similar case of QCD with an adjoint and fundamental flavors, and on the impact of adding an axion in this theory. "
1801_05502_fermi_transients.tex," The Fermi LAT has detected numerous transient gamma-ray sources near the Galactic plane, several of which have been shown to be located within our Galaxy. We present an analysis of LAT Pass 8 data of seven previously reported, but still unidentified transient gamma-ray sources located within $10^\circ$ of the Galactic plane. We detect significant gamma-ray emission lasting several days for three of these sources: Fermi J0035+6131, Fermi J0905-3527, and Fermi J0910-5041. However, we were not able to detect the increase in gamma-ray emission that has previously been reported in the other four cases. We also review available multiwavelength data for the transients and discuss potential counterparts. "
1801_00194_arxiv-dc09.tex," We consider deterministic distributed broadcasting on multiple access channels in the framework of adversarial queuing. Packets are injected dynamically by an adversary that is constrained by the injection rate and the number of packets that may be injected simultaneously; the latter we call burstiness. An algorithm is stable when the number of packets in queues at the stations stays bounded. % The maximum injection rate that an algorithm can handle in a stable manner is called the throughput of the algorithm. We consider adversaries of injection rate~ $1$ , that is, of one packet per round, to address the question if the maximum throughput~ $1$ can be achieved, and if so then with what quality of service. We develop an algorithm that achieves throughput~ $1$ for any number of stations against leaky-bucket adversaries. The algorithm has $burstiness)$ packets queued simultaneously at any time, where $n$ is the number of stations; this upper bound is proved to be best possible. % An algorithm is called fair when each packet is eventually broadcast. We show that no algorithm can be both stable and fair for a system of at least two stations against leaky-bucket adversaries. % We study in detail small systems of exactly two and three stations against window adversaries to exhibit differences in quality of broadcast among classes of algorithms. An algorithm is said to have fair latency if the waiting time of packets is $burstiness)$ . For two stations, we show that fair latency can be achieved by a full sensing algorithm, while there is no stable acknowledgment based algorithm. For three stations, we show that fair latency can be achieved by a general algorithm, while no full sensing algorithm can be stable. % Finally, we show that algorithms that either are fair or do not have the queue sizes affect the order of transmissions cannot be stable in systems of at least four stations against window adversaries.  \vfill  \noindent Keywords: multiple access channel, adversarial queuing, distributed broadcasting, deterministic algorithm, stability, throughput, packet latency. "
1801_00481_papert_V3.tex, Lack of fast and strong actuators to drive microsystems is well recognized. Electrochemical actuators are considered attractive for many applications but they have long response time (minutes) due to slow gas termination. Here an electrochemical actuator is presented for which the response time can be as short as $1\:$ ms. The alternating polarity water electrolysis is used to drive the device. In this process only nanobubbles are formed. The gas in nanobubbles can be terminated fast due to surface assisted reaction between hydrogen and oxygen that happens at room temperature. The working chamber of the actuator contains concentric titanium electrodes; it has a diameter of $500\:\mu$ m and a height of $8\:\mu$ m. The chamber is sealed by a polydimethylsiloxane (PDMS) membrane of $30\:\mu$ m thick. The device is characterized by an interferometer and a fast camera. Cyclic operation at frequency up to $667\:$ Hz with a stroke of about 30 \% of the chamber volume is demonstrated. The cycles repeat themselves with high precision providing the volume strokes in picoliter range. Controlled explosions in the chamber can push the membrane up to $90\:\mu$ m.
1801_04628_ij1801.tex," We perform the stability analysis of Schwarzschild-AdS (SAdS) black hole in the Einstein-Ricci cubic gravity. It shows that the Ricci tensor perturbations exhibit unstable modes for small black holes. We call this the mass-induced instability of SAdS black hole because the instability of small black holes arises from the massiveness in the linearized Einstein-Ricci cubic gravity, but not a feature of higher-order derivative theory giving ghost states. Also, we point out that the correlated stability conjecture holds for the SAdS black hole by computing the Wald entropy of SAdS black hole in Einstein-Ricci cubic gravity. "
1801_09689_32324.tex,"\abstract{We observed a sample of 90 red giant branch (RGB) stars in NGC~2808 using FLAMES/GIRAFFE and the high resolution grating with the set up HR21. These stars have previous accurate atmospheric parameters and abundances of light elements. We derived aluminium abundances for them from the strong doublet Al {\sc i} 8772-8773~\AA\[Al/Fe] as in previous works of our group. In addition, we were able to estimate the relative CN abundances for 89 of the stars from the strength of a large number of CN features. When adding self consistent abundances from previous UVES spectra analysed by our team, we gathered ratios for a total of 108 RGB stars in NGC~2808. The full dataset of proton-capture elements is used to explore in details the five spectroscopically detected discrete components in this globular cluster. We found that different classes of polluters are required to reproduce the (anti)-correlations among all proton-capture elements in the populations P2, I1, and I2 with intermediate composition. This is in agreement with the detection of lithium in lower RGB second generation stars, requiring at least two kind of polluters. To have chemically homogeneous populations the best subdivision of our sample is into six components, as derived from statistical cluster analysis. By comparing different diagrams [element/Fe] vs [element/Fe] we show for the first time that a simple dilution model is not able to reproduce all the sub-populations in this cluster. Polluters of different masses are required. NGC~2808 is confirmed to be a tough challenge to any scenario for globular cluster formation. }"
1801_08842.tex, The class of self-conjugate-reciprocal irreducible monic (SCRIM) polynomials over finite fields are studied. Necessary and sufficient conditions for monic irreducible polynomials to be SCRIM are given. The number of SCRIM polynomials of a given degree are also determined.
1801_00363_arxiv_version.tex," We present a non-trivial correlation between the enhancement of the Higgs-fermion couplings and the Higgs pair production cross section in two Higgs doublet models with a flavour symmetry. This symmetry suppresses flavour-changing neutral couplings of the Higgs boson and allows for a partial explanation of the hierarchy in the Yukawa sector. After taking into account the constraints from electroweak precision measurements, Higgs coupling strength measurements, and unitarity and perturbativity bounds, we identify an interesting region of parameter space leading to enhanced Yukawa couplings as well as enhanced di-Higgs gluon fusion production at the LHC reach. This effect is visible in both the resonant and non-resonant contributions to the Higgs pair production cross section. We encourage dedicated searches based on differential distributions as a novel way to indirectly probe enhanced Higgs couplings to light fermions.  "
1801_03569_MRI-ball10.tex," The Magnetorotational Instability (MRI) has long been considered a plausibly ubiquitous mechanism to destabilize Keplerian flows, transport angular momentum, and facilitate fast accretion in astrophysical objects. But heretofore, experimental validation has been lacking. We report an unambiguous laboratory demonstration of the spring-mass analogue to the MRI by comparing motion of a spring-tethered ball within different rotating flows. As predicted, efficient outward angular momentum transport manifests only for cases with a weak spring and quasi-Keperian flow. "
1801_03887.tex," We prove two results about width of words in $Z)$ . The first is that, for every $n \ge 3$ , there is a constant $C(n)$ such that the width of any word in $Z)$ is less than $C(n)$ . The second result is that, for any word $w$ , if $n$ is big enough, the width of $w$ in $Z)$ is at most 1737. %We prove that, for every $d \ge 1$ and every non-trivial element $w$ in the free group $F_d$ on $d$ generators, there exists a constant $N_w$ such that if $n \ge N_w$ then $w(1937=\SL(n,\Z)$ , where $$w(SL(n,g,g^{-1 Hom(F_d,\SL(n,\Z)). \  \rho(w)=g\}.$$ "
1801_07784_TargetZone_Skor.tex," We consider a stochastic game between a trader and the central bank on target zone markets. In this type of markets the price process is modeled as a diffusion which is reflected at one or more barriers. Such models arise when a currency exchange rate is kept above a certain threshold due to central bank intervention. We consider a trader who wishes to liquidate a large amount of currency, where for whom prices are optimal at the barrier. The central bank, who wishes to keep the currency exchange rate above %a certain this barrier, therefore needs to buy its own currency. The permanent price impact, which is created by the transactions of both sides, turns the optimal trading problems of the trader and the central bank into coupled singular control problems, where the common singularity arises from a local time along a random curve. We first solve the central bank's control problem by means of the Skorokhod map and then derive the trader's optimal strategy by solving a sequence of approximated control problems, thus establishing a Stackelberg equilibrium in our model. "
1801_01871_main.tex,"We devise a new user-friendly tool interfaced with the Boltzmann code \CLASS~to deal with any kind of exotic electromagnetic energy injection in the universe and its impact on anisotropies of the Cosmic Microwave Background. It makes use of the results from standard electromagnetic cascade calculations develop in the context of WIMP annihilation, generalized to incorporate any injection history. We first validate it on a specific WIMP scenario, the Higgs Portal model, confirming that the standard effective on-the-spot treatment is accurate enough. We then analyze the more involved example of evaporating Primordial Black Holes (PBHs) with masses in the range $[3\times10^{13,516]$g, for which the standard approximations break down. We derive robust CMB bounds on the relic density of evaporating PBHs, ruling out the possibility for PBHs with a monochromatic distribution of masses in the range $[313,2.516]$g to represent all of the Dark Matter in our Universe. Remarkably, we confirm with an accurate study that the CMB bounds are several orders of magnitude stronger than those from the galactic gamma-ray background in the range $[313,314]$g. A future CMB experiment like CORE+, or an experiment attempting at measuring the 21 cm signal from the Dark Ages could greatly improve the sensitivity to these models.}"
1801_08309.tex," In this paper, motivated by recent important works due to Frank-Lewin-Lieb-Seiringer FLLS and Frank-Sabin frank-sabin-1 , we study the Strichartz inequality on torus with the orthonormal system input and obtain sharp estimates in certain sense. An application of the inequality shows the well-posedness to the periodic Hartree equation describing the infinitely many quantum particles with the power type interaction.   "
1801_06943_curvature_and_augmentation13__arxiv_submission_.tex," Given a graded module over a commutative ring, we define a dg-Lie algebra whose Maurer-Cartan elements are the strictly unital \Ai-algebra structures on that module. We use this to generalize Positselski's result that a curvature term on the bar construction compensates for a lack of augmentation, from a field to arbitrary commutative base ring. We also use this to show that the reduced Hochschild cochains control the strictly unital deformation functor. We motivate these results by giving a full development of the deformation theory of a nonunital \Ai-algebra. "
1801_01359_corvar19.tex," When performing global sensitivity analysis (GSA), it is often assumed, for the sake of simplicity, for lack of information, or for sheer expediency, that uncertain variables in the model are independent. It is intuitively clear--and easily confirmed through simple examples--that applying a GSA method designed for independent variables to a set of correlated variables generally leads to results that hard to interpret, at best. We generalize the probabilistic framework for GSA pioneered by Sobol' to problems with correlated variables; this is done by reformulating his indices in terms of approximation errors rather than variance analysis. The implementation of the approach and its computational complexity are discussed and illustrated on synthetic examples. "
1801_06096_BayesUQ_v2.tex,"  \item[Background:]  Being able to rigorously quantify the uncertainties in reaction models is crucial to moving this field forward. Even though Bayesian methods are becoming increasingly popular in nuclear theory, they are yet to be implemented and applied in reaction theory problems.  \item[Purpose:]  The purpose of this work is to investigate, using Bayesian methods, the uncertainties in the optical potentials generated from fits to elastic scattering data and the subsequent uncertainties in the transfer predictions. We also study the differences in two reaction models where the parameters are constrained in a similar manner, as well as the impact of reducing the experimental error bars on the data used to constrain the parameters. \item[Method:]  We use Bayes' Theorem combined with a Markov Chain Monte Carlo to determine posterior distributions for the parameters of the optical model, constrained by neutron-, proton-, and/or deuteron-target elastic scattering. These potentials are then used to predict transfer cross sections within the adiabatic wave approximation or the distorted-wave Born approximation.  \item[Results:]  We study a number of reactions involving deuteron projectiles with energies in the range of $10-25$ MeV/u on targets with mass $A=48-208$ . The case of  $^{48}$ Ca(d,p) $^{49}$ Ca transfer to the ground state is described in detail. A comparative study of the effect of the size of experimental errors is also performed. Five transfer reactions are studied, and their results compiled in order to systematically identify trends. \item[Conclusions:]  Uncertainties in transfer cross sections can vary significantly (25-100 \%) depending on the reaction.  While these uncertainties are reduced when smaller experimental error bars are used to constrain the potentials, this reduction is not trivially related to the error reduction. We also find smaller uncertainties when using the adiabatic formulation than when using distorted-wave Born approximation.   "
1801_09905_SOI_NW.tex," We use $kp$ theory to estimate the Rashba spin-orbit coupling (SOC) in large semiconductor nanowires. We specifically investigate GaAs- and InSb-based devices with different gate configurations to control symmetry and localization of the electron charge density. We explore gate-controlled SOC for wires of different size and doping, and we show that in high carrier density SOC has a non-linear electric field susceptibility, due to large reshaping of the quantum states. We analyze recent experiments with InSb nanowires in light of our calculations. Good agreement is found with SOC coefficients reported in Phys.~Rev.~B 91 , 201413(R) (2015), but not with the much larger values reported in Nat~Commun., 8 , 478 (2017). We discuss possible origins of this discrepancy. "
1801_01649_main.tex," Computing the partition function $Z$ of a discrete graphical model is a fundamental inference challenge. %the most important statistical %inference task. Since this is computationally intractable, variational approximations %methods are often used %to resolve the issue in practice. Recently, so-called gauge transformations were used to improve variational %methods to obtain tighter lower bounds on $Z$ . In this paper, we propose a new gauge-variational approach, termed WMBE-G, which combines gauge transformations %approach and with the weighted mini-bucket elimination (WMBE) method. WMBE-G can provide both upper and lower bounds on $Z$ , and is easier to optimize than the prior gauge-variational algorithm. %We also suggest some analytical characterization and %More importantly, We show that WMBE-G strictly improves the earlier WMBE approximation for symmetric models including Ising models with no magnetic field. Our experimental results demonstrate the effectiveness of WMBE-G even for generic, nonsymmetric models. %it has superior performance in comparison with %outperforms other state of the art algorithms, including %WMBE, %even for generic, non-symmetric models. %, including WMBE. % {blue ... shall we call the new algorithm(s) Variarional Gauge Holder algorithm(s)? ... inventing a name would be useful ...} "
1801_10484_1_Cache-Aided_NOMA_20180121.tex," In this paper, we propose a cache-aided non-orthogonal multiple access (NOMA) scheme for spectrally efficient downlink transmission in the fifth-generation (5G) cellular networks. The proposed scheme not only reaps the benefits associated with caching and NOMA, but also exploits the data cached at the users for interference cancellation. As a consequence, caching can help to reduce the residual interference power, making multiple decoding orders at the users feasible. The resulting flexibility in decoding can be exploited for realizing additional performance gains. We characterize the achievable rate region of cache-aided NOMA and derive the Pareto optimal rate tuples forming the boundary of the rate region. Moreover, we optimize cache-aided NOMA for minimization of the time required for video file delivery. The optimal decoding order and the optimal transmit power and rate allocation are derived as functions of the cache status, the file sizes, and the channel conditions. Our simulation results confirm that compared to several baseline schemes, the proposed cache-aided NOMA scheme significantly expands the achievable rate region and increases the sum rate for downlink transmission, which translates into substantially reduced file delivery times. "
1801_04610.tex," The momentum operator for a spin-less particle when confined to a 2D surface embedded into 3D space acquires a geometrical component proportional to the mean curvature that renders it Hermitian. As a consequence, the quantum force operator for a particle confined to spherical and cylindrical surfaces, and free otherwise, derived by applying the Heisenberg equation of motion is found to have an apparently no-radial component in addition to the standard classical radial centripetal force. This component which renders the force operator Hermitian is shown to be essential for the vanishing of the torque the force exerts on the particle and so for the conservation of orbital angular momentum and energy. It is demonstrated that the total force is in fact radial as should be the case for a torque-less one and so can be identified as the quantum centripetal force. "
1801_08167_brogaard.tex," %This is a simple template for authors to write new MNRAS papers. %The abstract should briefly describe the aims, methods, and main results of the paper. %It should be a single paragraph not more than 250 words (200 words for Letters). %No references should appear in the abstract. We aim to establish and improve the accuracy level of asteroseismic estimates of mass, radius, and age of giant stars. This can be achieved by measuring independent, accurate, and precise masses, radii, effective temperatures and metallicities of long period eclipsing binary stars with a red giant component that displays solar-like oscillations. %We measured precise properties of the three eclipsing binary systems KIC \,7037405, KIC \,9540226, and KIC \,9970396, finding for the giant components their masses to a precision of $1.7\%, 2.8\%$ , and $1.3\%$ , and their radii to a precision of $0.7\%, 1.2\%$ , and $0.9\%$ . Then, using log $g$ with the disentangled spectra we also determined $T_{\rm eff}$ and [Fe/H] and estimated the ages of the systems to be $5.3\pm0.5$ , $3.1\pm0.6$ , and $4.8\pm0.5$ Gyr for the adopted stellar model physics. We measured precise properties of the three eclipsing binary systems KIC \,7037405, KIC \,9540226, and KIC \,9970396 and estimated their ages be $5.3\pm0.5$ , $3.1\pm0.6$ , and $4.8\pm0.5$ Gyr. The measurements of the giant stars were compared to corresponding measurements of mass, radius, and age using asteroseismic scaling relations and grid modeling. We found that asteroseismic scaling relations without corrections to $\Delta \nu$ systematically overestimate the masses of the three red giants by 11.7 \%, 13.7 \%, and 18.9 \Delta \nu$ according to Rodrigues2017 , we reached general agreement between dynamical and asteroseismic mass estimates, and no indications of systematic differences at the precision level of the asteroseismic measurements. The larger sample investigated by Gaulme2016 showed a much more complicated situation, where some stars show agreement between the dynamical and corrected asteroseismic measures while others suggest significant overestimates of the asteroseismic measures. We found no simple explanation for this, but indications of several potential problems, some theoretical, others observational. Therefore, an extension of the present precision study to a larger sample of eclipsing systems is crucial for establishing and improving the accuracy of asteroseismology of giant stars.    "
1801_03213_sigma-fluc.tex," The chiral order-parameter $\sigma$ field and its higher-order cumulants of fluctuations are calculated within the functional renormalization group approach. The influence of the glue dynamics on the fluctuations of $\sigma$ field is investigated, and we find that the $\sigma$ -field fluctuations are weakly affected by the glue dynamics. This is in sharp contrast to the baryon number fluctuations, which are sensitive to the glue dynamics and involve information of the color confinement. Implications of our calculated results on theoretical and experimental efforts to search for the QCD critical ending point are discussed. "
1801_02879_paper_new_joint_.tex," In high-quality two-dimensional (2D) materials the mean free paths of phonons and electrons relative  to all mechanisms of scattering can be much greater than a size of a sample. Thereby the most  intensive type of particle scattering is their collisions  with sample edges. For such ballistic regime, we study the flow   of classical interacting 2D particles in a long narrow sample. The main part of the ballistic conductance, related to the scattering of particles on the sample edges, diverges logarithmically with the sample width decrease. This divergency is limited by scattering or by a finite sample length.  We calculate two types  of the corrections to the main part of the ballistic conductance: the positive {\em hydrodynamic} correction due to the inter-particle scattering conserving momentum and the negative {\em Ohmic } correction due to the scattering not conserving momentum. We also study the effect of weak magnetic field on the electronic ballistic conductance. The resulting magnetoresistance is negative and independent of temperature for not very long samples. Our analysis shows that, possibly, such magnetoresistance was observed in recent experiments  on the high-mobility  GaAs quantum wells.  72.20.-i,  73.63.Hs, 72.80.Vp, 73.43.Qt  "
1801_08925_paper.tex," Predicting attention is a popular topic at the   intersection of human and computer vision, but video   saliency prediction has only recently begun to benefit from   deep learning-based approaches. Even though most of the available   video-based saliency data sets and models claim to target human observers'   fixations, they fail to   differentiate them from smooth pursuit (SP), a major eye movement type   that is unique to perception of dynamic scenes.   In this work, we aim to make this distinction explicit, to which   end we (i) use both algorithmic and manual annotations   of SP traces and other eye movements for two well-established video saliency data sets,   (ii) train Slicing Convolutional Neural Networks (S-CNN) for   saliency prediction on either   fixation- or SP-salient locations, and (iii) evaluate ours and over 20   popular published saliency models on the two annotated data sets   for predicting both SP and fixations, as well as   on another data set of human fixations.    Our proposed model, trained on an independent set of videos, outperforms the   state-of-the-art saliency models   in the task of SP prediction on all considered data sets. Moreover, this model also demonstrates superior   performance in the prediction of ``classical'' fixation-based saliency.   Our results emphasize the importance of selectively approaching training set construction for attention modelling. "
1801_09013_paper1.6.tex," Hassett spaces are moduli spaces of weighted stable pointed curves. In this work, we consider such spaces of curves of genus $0$ with weights all $1{2}$ . These spaces are interesting as they are isomorphic to $M_{0,n}$ but have different universal families and different intersection theory. We develop a closed formula for top intersections of $\psi$ -classes on such spaces. Then we encode this formula in a generating function obtained by applying a differential operator to the Witten-potential. "
1801_06910_Variable_coefficient_Wolff_inequalities.tex," The sharp Wolff-type decoupling estimates of Bourgain--Demeter are extended to the variable coefficient setting. These results are applied to obtain new sharp local smoothing estimates for wave equations on compact Riemannian manifolds, away from the endpoint regularity exponent. More generally, local smoothing estimates are established for a natural class of Fourier integral operators; at this level of generality the results are sharp in odd dimensions, both in terms of the regularity exponent and the Lebesgue exponent. "
1801_07296.tex," Let $(G, P)$ be an abelian, lattice ordered group and let $X$ be a compactly aligned, $\phi$ -injective product system over $P$ . We show that the C*-envelope of the Nica tensor algebra $N \cT^+_X$ is the Cuntz-Nica-Pimsner algebra $\cN \cO_X$ as defined by Sims and Yeend. We give several applications of this result. First we resolve a problem posed by Skalski and Zacharias on dilating isometric representations of product systems to unitary representations. As a second application we characterize the $\ca$ -envelope of the tensor algebra of a finitely aligned higher-rank graph. An analogous result holds for the $\ca$ -envelope of the tensor algebra of a compactly aligned topological $k$ -graph. As a third application we show that the Hao-Ng isomorphism problem for generalized gauge actions of discrete groups on $\ca$ -algebras of product systems has an affirmative answer in many cases, generalizing recent results of Bedos, Quigg, Kaliszewski and Robertson and of the second author. As a final application, we show the existence of a co-universal $\ca$ -algebra for injective, gauge compatible, Nica-covariant representations of a compactly aligned product system over an abelian, lattice ordered group. This is done without the assumption of $\phi$ -injectivity and we therefore resolve in that case a problem that was left open in the work of Carlsen, Larsen, Sims and Vittadello. "
1801_02813_draft11.tex," Abstract Excitation energy transfer (EET) is one of the most important processes in both natural and artificial chemical systems including, for example, photosynthetic complexes and organic solar cells. The EET rate, however, is strongly suppressed when there is a large difference in the excitation energy between the donor and acceptor molecules. Here, we demonstrate both analytically and numerically that the EET rate can be greatly enhanced by periodically modulating the excitation energy difference. The enhancement of EET by using this Floquet engineering, in which the system's Hamiltonian is made periodically time-dependent, turns out to be efficient even in the presence of strong fluctuations and dissipations induced by the coupling with a huge number of dynamic degrees of freedom in the surrounding molecular environments. As an effect of the environment on the Floquet engineering of EET, the optimal driving frequency is found to depend on the relative magnitudes of the system and environment's characteristic time scales with an observed frequency shift when moving from the limit of slow environmental fluctuations (inhomogeneous broadening limit) to that of fast fluctuations (homogeneous broadening limit). "
1801_06025_pnp_npn.tex," This work reports an approach to study complementary pairs of bipolar junction transistors, often used in push-pull circuits typically found at the output stages of operational amplifiers. After the data is acquired and pre-processed, an Early modeling approach is applied to estimate the two respective parameters (the Early voltage $V_a$ and the proportionality parameter $s$ ). A voting procedure, inspired on the Hough transform image analysis method, is adopted to improve the identification of $V_a$ . Analytical relationships are derived between the traditional parameters current gain ( $\beta$ ) and output resistance ( $R_o$ ) and the two Early parameters. It is shown that $\beta$ tends to increase with $s$ for fixed $V_a$ , while $R_o$ depends only on $V_a$ , varying linearly with this parameter. Several interesting results are obtained with respect to 7 pairs of complementary BJTs, each represented by 10 samples. First, we have that the considered BJTs occupy a restricted band along the Early parameter space, and also that the NPN and PNP groups are mostly segregated into two respective regions in this space. In addition, PNP devices tended to present an intrinsically larger parameter variation. The NPN group tended to have higher $V_a$  magnitude and smaller $s$ than PNP devices. NPN transistors yielded comparable $\beta$ and larger $R_o$ than PNP transistors. A pattern recognition method was employed to obtain a linear separatrix between the NPN and PNP groups in the Early space and the respective average parameters were used to estimate respective prototype devices. Two complementary pairs of the real-world BJTs with large and small parameters differences were used in three configurations of push pull circuits, and the respective total harmonic distortions were measured and discussed, indicating a definite influence of parameter matching on the results. "
