old_file,abstract
1801_06652_Dissolution_stress_Roded_EPSL_rev_1_ARXIV_1.tex," 		We study reactive transport in a stressed porous media, where dissolution of the solid matrix causes two simultaneous, competing effects: pore enlargement due to chemical deformation, and pore compaction due to mechanical weakening. We use a novel, mechanistic pore-scale model to simulate flooding of a sample under fixed confining stress. Our simulations show that increasing the stress inhibits the permeability enhancement, increasing the injected volume required to reach a certain permeability, in agreement with recent experiments. We explain this behavior by stress concentration downstream, in the less dissolved (hence stiffer) outlet region. As this region is also less conductive, even its small compaction has a strong bottleneck effect that curbs the permeability. 		 Our results also elucidate that the impact of stress depends on the dissolution regime. Under wormholing conditions (slow injection, i.e. high Damkohler number, $Da$ ), the development of a sharp dissolution front and high porosity contrast accentuates the bottleneck effect. This reduces transport heterogeneity, promoting wormhole competition. Once the outlet starts eroding, the extreme focusing of transport and hence dissolution---characteristic of wormholing---becomes dominant, diminishing the bottleneck effect and hence the impact of stress at breakthrough. In contrast, at high flow rates (low $Da$ ), incomplete reaction upstream allows some of the reagent to traverse the sample, causing a more uniform dissolution. The continuous dissolution and its partial counteraction by compaction at the outlet provides a steady, gradual increase in the effect of stress. Consequently, the impact of stress is more pronounced at high $Da$ during early stages (low permeability), and at low $Da$ close to breakthrough. Our work promotes understanding of the interplay between dissolution and compaction and its effect on the hydromechanical property evolution, with important implications for processes ranging from diagenesis and weathering of rocks, to well stimulation and carbon geosequetration. 	"
1801_07009_sample-sigconf.tex," Mobile apps have become ubiquitous. For app developers, it is a key priority to ensure their apps' correctness and reliability. However, many apps still suffer from occasional to frequent crashes, weakening their competitive edge.  Large-scale, deep analyses of the characteristics of real-world app crashes can provide useful insights to guide developers, or help improve testing and analysis tools. However, such studies do not exist --- this paper fills this gap. Over a four-month long effort, we have collected 16,245 unique exception traces from 2,486 open-source Android apps, and observed that framework-specific exceptions account for the majority of these crashes. We then extensively investigated the 8,243 framework-specific exceptions (which took six person-months): (1) identifying their characteristics ( \eg, manifestation locations, common fault categories), (2) evaluating their manifestation via state-of-the-art bug detection techniques, and (3) reviewing their fixes. Besides the insights they provide, these findings motivate and enable follow-up research on mobile apps, such as bug detection, fault localization and patch generation. In addition, to demonstrate the utility of our findings, we have optimized Stoat, a dynamic testing tool, and implemented ExLocator, an exception localization tool, for Android apps. Stoat is able to quickly uncover three previously-unknown, confirmed/fixed crashes in Gmail and Google+; ExLocator is capable of precisely locating the root causes of identified exceptions in real-world apps. Our substantial dataset is made publicly available to share with and benefit the community. 	 "
1801_08184_RotationPaperArXiv.tex," The calibration of complex computer codes using uncertainty quantification (UQ) methods is a rich area of statistical methodological development. When applying these techniques to simulators with spatio-temporal output, it is now standard to use principal component decomposition to reduce the dimensions of the outputs in order to allow Gaussian process emulators to predict the output for calibration. We outline the `terminal case', in which the model cannot reproduce observations to within model discrepancy, and for which standard calibration methods in UQ fail to give sensible results. We show that even when there is no such issue with the model, the standard decomposition on the outputs can and usually does lead to a terminal case analysis. We present a simple test to allow a practitioner to establish whether their experiment will result in a terminal case analysis and a methodology for defining calibration-optimal bases that avoid this whenever it is not inevitable. We apply these ideas to the CanAM4 model to demonstrate the terminal case issue arising for climate models. We discuss climate model tuning and the estimation of model discrepancy within this context, and show how the optimal rotation algorithm can be used in developing practical climate model tuning tools. "
1801_05532_sigconf.tex," A recommender system aims to recommend items that a user is interested in among many items. The need for the recommender system has been expanded by the information explosion. Various approaches have been suggested for providing meaningful recommendations to users. One of the proposed approaches is to consider a recommender system as a Markov decision process (MDP) problem and try to solve it using reinforcement learning (RL). However, existing RL-based methods have an obvious drawback. To solve an MDP in a recommender system, they encountered a problem with the large number of discrete actions that bring RL to a larger class of problems. In this paper, we propose a novel RL-based recommender system. We formulate a recommender system as a gridworld game by using a biclustering technique that can reduce the state and action space significantly. Using biclustering not only reduces space but also improves the recommendation quality effectively handling the cold-start problem. In addition, our approach can provide users with some explanation why the system recommends certain items. Lastly, we examine the proposed algorithm on a real-world dataset and achieve a better performance than the widely used recommendation algorithm. "
1801_08599_guo_ISBI2018_final.tex," This paper reports Deep LOGISMOS approach to 3D tumor segmentation by incorporating boundary information derived from deep contextual learning to LOGISMOS -- layered optimal graph image segmentation of multiple objects and surfaces. Accurate and reliable tumor segmentation is essential to tumor growth analysis and treatment selection. %In this paper, we propose a 3D tumor segmentation framework that incorporates deep learning into a layered optimal graph image segmentation of multiple objects and surfaces (called Deep LOGISMOS) . A fully convolutional network (FCN), UNet, is first trained using three adjacent 2D patches centered at the tumor, providing contextual UNet segmentation and probability map for each 2D patch. The UNet segmentation is then refined by Gaussian Mixture Model (GMM) and morphological operations. The refined UNet segmentation is used to provide the initial shape boundary to build a segmentation graph. The cost for each node of the graph is determined by the UNet probability maps. Finally, a max-flow algorithm is employed to find the globally optimal solution thus obtaining the final segmentation. For evaluation, we applied the method to pancreatic tumor segmentation on a dataset of 51 CT scans, among which 30 scans were used for training and 21 for testing. With Deep LOGISMOS, DICE Similarity Coefficient (DSC) and Relative Volume Difference (RVD) reached 83.2 $\pm$ 7.8 \% and 18.6$\pm$ 17.4 \% respectively, both are significantly improved (p$<$ 0.05) compared with contextual UNet and/or LOGISMOS alone. "
1801_10232_chains_mc.tex,"        A recent observation of a threshold momentum difference in the  production of adjacent hadrons is implemented in the fragmentation model   of a three-dimensional QCD string, with the aim to investigate the  common origin of the azimuthal ordering of hadrons and of the  correlations commonly attributed to the Bose-Einstein effect.   The role of particle decays and their polarization in the  measurement of two-particle correlations is evaluated. A comparison with  the available data is presented and further measurements  suggested. The impact of the hadronization on the long range angular  correlations is discussed.    "
1801_00064_paper.tex," We investigate the competition between charge-density-wave (CDW) states and a Coulomb interaction-driven topological Mott insulator (TMI) in the honeycomb extended Hubbard model. For the spinful model with onsite ( $U$ ) and next-nearest-neighbor ( $V_2$ ) Coulomb interactions at half filling we find two peculiar six-sublattice charge-density-wave (CDW) insulating states by using variational Monte Carlo simulation as well as the Hartree-Fock approximation. We observe that conventional ordered states always win with respect to the TMI. The ground state is given in the large- $V_2$ region by a CDW characterized by a 220200 (001122) charge configuration for smaller (larger) $U$ , where 0, 1 and 2 denote essentially empty, singly- and doubly-occupied sites. Within the 001122-type CDW phase, we find a magnetic transition driven by an emergent coupled-dimer antiferromagnet on an effective square lattice of singly-occupied sites. Possible realizations of the states found are discussed. "
1801_07456_critical_path_heuristic.tex," In metabolomics, small molecules are structurally elucidated using tandem mass spectrometry (MS/MS); this resulted in the computational Maximum Colorful Subtree problem, which is NP-hard. Unfortunately, data from a single metabolite requires us to solve hundreds or thousands of instances of this problem; and in a single Liquid Chromatography MS/MS run, hundreds or thousands of metabolites are measured. Here, we comprehensively evaluate the performance of several heuristic algorithms for the problem against an exact algorithm. We put particular emphasis on whether a heuristic is able to rank candidates such that the correct solution is ranked highly. We propose this ``intermediate'' evaluation because evaluating the approximating quality of heuristics is misleading: Even a slightly suboptimal solution can be structurally very different from the true solution. On the other hand, we cannot structurally evaluate against the ground truth, as this is unknown. We find that one particular heuristic consistently ranks the correct solution in a top position, allowing us to speed up computations about 100-fold. We also find that scores of the best heuristic solutions are very close to the optimal score; in contrast, the structure of the solutions can deviate significantly from the optimal structures. "
1801_07309_numeraire.tex," In a stock market, the {\em numeraire portfolio,} if it exists, is the portfolio with the highest expected logarithmic growth rate at all times. A {\em numeraire market} is a stock market for which the market portfolio is the numeraire portfolio. We study {\em open markets,} markets comprising the higher capitalization stocks within a broad equity universe. The stocks we consider are represented by continuous semimartingales, and we construct an example of a numeraire market that is asymptotically stable. "
1801_08712_main.tex," In recent years, Generative Adversarial Networks (GAN) have emerged as a powerful method for learning the mapping from noisy latent spaces to realistic data samples in high-dimensional space. So far, the development and application of GANs have been predominantly focused on spatial data such as images. In this project, we aim at modeling of spatio-temporal sensor data instead, i.e. \ dynamic data over time. The main goal is to encode temporal data into a global and low-dimensional latent vector that captures the dynamics of the spatio-temporal signal. To this end, we incorporate auto-regressive RNNs, Wasserstein GAN loss, spectral norm weight constraints and a semi-supervised learning scheme into InfoGAN, a method for retrieval of meaningful latents in adversarial learning. To demonstrate the modeling capability of our method, we encode full-body skeletal human motion from a large dataset representing 60 classes of daily activities, recorded in a multi-Kinect setup. Initial results indicate competitive classification performance of the learned latent representations, compared to direct CNN/RNN inference. In future work, we plan to apply this method on a related problem in the medical domain, i.e. \ on recovery of meaningful latents in gait analysis of patients with vertigo and balance disorders. "
1801_06675_Wycech_APP2_17.tex," Both the FINUDA and AMADEUS experiments evidenced a low $\Sigma^+$ momentum component when investigating $\Sigma^+ \pi^-$ pairs produced in $K^-$ nuclear capture. This component is interpreted as a consequence of Gamov state formation, with the hyperon trapped in the Coulomb field of the residual nucleus.  Description of such states and their participation in the capture reaction is presented. Some consequences are indicated. "
1801_05513_KG-MuonAttenuationLength.tex,"      \footnotesize       The evolution of the muon content of very high energy air showers (EAS) in the  atmosphere is investigated with data of the KASCADE-Grande observatory. For this  purpose, the muon attenuation length in the atmosphere is obtained to  $+229_{-232}(syst)\,  g/cm^2$ from the experimental data for shower energies between $10^{16.3}$   and  $10^{17.0} eV$ . Comparison of this quantity with predictions of the  high-energy hadronic interaction models QGSJET-II-02, SIBYLL 2.1, QGSJET-II-04 and  EPOS-LHC reveals that the attenuation of the muon content of measured EAS  in the atmosphere is lower than predicted. Deviations are, however, less  significant with the post-LHC models. The presence of such deviations seems to  be related to a difference between the simulated and the measured zenith angle  evolutions of the lateral muon density distributions of EAS, which also causes  a discrepancy between the measured absorption lengths of the density of shower  muons and the predicted ones at large distances from the EAS core. The studied  deficiencies show that all four considered hadronic interaction models fail to  describe consistently the zenith angle evolution of the muon content of EAS in  the aforesaid energy regime.  "
1801_03190_main.tex, Abstract
1801_01855_Estrada_et_al_2018j.tex," We study the superconducting proximity effect in an InAs nanowire contacted by Ta-based superconducting electrodes. Using local bottom gates, we control the potential landscape along the nanowire, tuning its conductance to a quasi-ballistic regime. At high magnetic field ( $B$ ), we observe approximately quantized conductance plateaus associated with the first two spin-polarized one-dimensional modes. For $B < 1$ T, the onset of superconductivity occurs in concomitance with the development of sizeable charge localization leading to a 0.7-type conductance anomaly. In this regime, the proximity supercurrent exhibits an unusual, non-monotonic $B$ dependence. We interpret this finding in terms of a competition between the Kondo effect, dominating near $B=0$ , and the Zeeman effect, enforcing spin polarization and the emergence of a $\pi$ phase shift in the Josephson relation at higher $B$ . "
1801_06376_pqs.tex," We propose a definition of partition quantum spaces. They are given by universal \(C^* \)-algebras whose relations come from partitions of sets. We ask for the maximal compact matrix quantum group acting on them. We show how those fit into the setting of easy quantum groups: Our approach yields spaces these groups are acting on. In a way, our partition quantum spaces arise as the first \(d \) columns of easy quantum groups. However, we define them as universal \(C^* \)-algebras rather than as \(C^* \)-subalgebras of easy quantum groups. We also investigate the minimal number \(d \) needed to recover an easy quantum group as the quantum symmetry group of a partition quantum space. In the free unitary case, \(d \) takes the values one or two. "
1801_01396_Metro6.tex," Given a quantum state with an unknown parameter, the Quantum Fisher Information (QFI) is a measure of the amount of information that an observable can extract about the parameter. QFI also quantifies the maximum achievable precision in estimating the parameter with a given amount of resource via an inequality known as quantum Cramer-Rao bound. In this work, we describe a protocol to amplify QFI of a single target qubit precorrelated with a set of ancillary qubits. A single quadrature measurement of only ancillary qubits suffices to perform the complete quantum state tomography (QST) of the target qubit. We experimentally demonstrate this protocol using an NMR system consisting of a $^{13}$ C nuclear spin as the target qubit and three $^1$ H nuclear spins as ancillary qubits. We prepare the target qubit in various initial states, perform QST, and estimate the amplification of QFI in each case. We also show that the QFI-amplification scales linearly with the number of ancillary qubits and quadratically with their purity. "
1801_06727_Article.v8.tex," This article develops a statistical test for the null hypothesis of strict stationarity of a discrete time stochastic process. When the null hypothesis is true, the second order cumulant spectrum is zero at all the discrete Fourier frequency pairs present in the principal domain of the cumulant spectrum. The test uses a frame (window) averaged sample estimate of the second order cumulant spectrum to build a test statistic that has an asymptotic complex standard normal distribution. We derive the test statistic, study the size and power properties of the test, and demonstrate its implementation with intraday stock market return data. The test has conservative size properties and good power to detect varying variance and unit root in the presence of varying variance. "
1801_09325.tex," We propose $S_4$ symmetric four-generation models for quarks and charged leptons. Although an $S_4$ symmetric four-generation model has been already proposed, there are some redundant assumptions and additional parameters in the model. We construct four-generation models with only requirement of exact $S_4$ symmetry. It turned out that at least one of the models is consistent with observations of masses and mixings. "
1801_00428_ms.tex," 	In Sanskrit, small words (morphemes) are combined through a morphophonological process called Sandhi to form compound words. Sandhi splitting is the process of splitting a given compound word into its constituent morphemes. Although rules governing the splitting of words exist, it is highly challenging to identify the location of the splits in a compound word, as the same compound word might be broken down in multiple ways to provide syntactically correct splits. % it is highly challenging to identify where the split(s) occur, as the same compound word might be broken down in multiple ways to provide partly correct splits. Existing systems explore incorporating these pre-defined splitting rules, but have low accuracy since they don't address the fundamental problem of identifying the split location. 	 	With this work, we propose a novel Double Decoder RNN (DD-RNN) architecture which i) predicts the location of the split(s) with an accuracy of 95 \% and ii) predicts the constituent words (i.e. learning the Sandhi splitting rules) with an accuracy of 79.5 \%. To the best of our knowledge, deep learning techniques have never been applied to the Sandhi splitting problem before. We further demonstrate that our model out-performs the previous state-of-the-art significantly. 	 	% In this research, we formulate a Sandhi split location prediction algorithm for compound Sanskrit words using a deep bi-directional character RNN with Attention(AB-RNN). The proposed AB-RNN takes a compound word as input in the form of a character sequence and predicts the probability of split at character index. The advantage of the proposed AB-RNN is its ability to remember long term dependencies in a given sequence, thus providing good performance. We further release a large scale corpus for evaluating sandhi splitting techniques and benchmark our technique on it. "
1801_08657_2D_turbulence.tex," We present two-dimensional particle-in-cell (PIC) simulations of the fully kinetic collisionless magnetorotational instability (MRI) in weakly magnetized (high $\beta$ ) pair plasma. The central result of this numerical analysis is the emergence of a self-induced turbulent regime in the saturation state of the collisionless MRI, which can only be captured for large enough simulation domains. One of the underlying mechanisms for the development of this turbulent state is the drift-kink instability (DKI) of the current sheets resulting from the nonlinear evolution of the channel modes. The onset of the DKI can only be observed for simulation domain sizes exceeding several linear MRI wavelengths. The DKI, together with ensuing magnetic reconnection, activate the turbulent motion of the plasma in the late stage of the nonlinear evolution of the MRI. At steady state, the magnetic energy has an MHD-like spectrum with a slope of $k^{-5/3}$ for $k\rho<1$ and $k^{-3}$ for sub-Larmor scale ( $k\rho>1$ ). We also examine the role of the collisionless MRI and associated magnetic reconnection in the development of pressure anisotropy. We study the stability of the system due to this pressure anisotropy, observing the development of mirror instability during the early-stage of the MRI. We further discuss the importance of magnetic reconnection for particle acceleration during the turbulence regime. In particular, consistent with reconnection studies, we show that at late times the kinetic energy presents a characteristic slope of $-2$ in the high-energy region. "
1801_08875_bajkbob.tex," {This paper is devoted to the refinement of the parameters of the six three-component (bulge, disk, halo) axisymmetric Galactic gravitational potential models on the basis of modern data on circular velocities of Galactic objects located at distances up to 200 kpc from the Galactic center. In all models the bulge and disk are described by the Miyamoto--Nagai expressions. To describe the halo, the models of Allen-Santill\'an (I), Wilkinson-Evans (II), Navarro-Frenk-White (III), Binney (IV), Plummer (V), and Hernquist (VI) are used. The sought-for parameters of potential models are determined by fitting the model rotation curves to the measured velocities, taking into account restrictions on the local dynamical matter density $-3$ and the vertical force $|K_{z=1.1}|/2-2$. A comparative analysis of the refined potential models is made and for each of the models the estimates of a number of the Galactic characteristics are presented.}  "
1801_07927_Manuscript_V5.tex," We present a comprehensible introduction to tight informationally complete measurements for arbitrarily large multipartite systems and study their allowed entanglement configurations, focusing on those requiring simplest possible quantum resources. We demonstrate that tight measurements cannot be exclusively composed neither by fully separable nor maximally entangled states, according to a selected measure of entanglement. We establish an upper bound on the maximal number of fully separable states allowed by tight measurements and we study the distinguished case in which every measurement operator has the same amount of entanglement. Furthermore, we introduce the notion of nested tight measurements, i.e. multipartite tight informationally complete measurements such that every reduction to a certain number of parties induces a lower dimensional tight measurement, proving that they exist for any number of parties and internal levels.  %Tight informationally complete positive operator valued measures (TIC-POVM) are remarkable geometrical structures in quantum mechanics. They allow us to solve the quantum tomography problem in a simple way in every dimension where they exist. For example, maximal sets of mutually unbiased bases and symmetric IC-POVM are tight sets. %The study of entanglement for some special Tight IC-POVM have been recently done. In this work, we study entanglement restrictions for multipartite Tight IC-POVM. In particular, we demonstrate that, contrary to the case of mutually unbiased bases, a SIC-POVM cannot be composed by fully separable or maximally entangled vectors in any dimension. "
1801_06635_bare_conf.tex," Displaying the large number of bands in a hyperspectral image (HSI) on a trichromatic monitor has been an active research topic. The visualized image shall convey as much information as possible from the original data and facilitate image interpretation. Most existing methods display HSIs in false colors, which contradict with human's experience and expectation. In this paper, we propose a nonlinear approach to visualize an input HSI with natural colors by taking advantage of a corresponding RGB image. Our approach is based on Moving Least Squares (MLS), an interpolation scheme for reconstructing a surface from a set of control points, which in our case is a set of matching pixels between the HSI and the corresponding RGB image. Based on MLS, the proposed method solves for each spectral signature a unique transformation so that the nonlinear structure of the HSI can be preserved. The matching pixels between a pair of HSI and RGB image can be reused to display other HSIs captured by the same imaging sensor with natural colors. %Besides, our approach also works well when the corresponding RGB image is captured on a semantically similar site to the HSI. Experiments show that the output images of the proposed method not only have natural colors but also maintain the visual information necessary for human analysis. "
1801_03278_main.tex," {It is generally believed that in the epoch prior to the formation of the first stars, the Universe was completely dark (the period is therefore known as the Dark Ages). Usually the start of this epoch is placed at the photon decoupling. In this work we investigate the question whether there was enough light during the dark epoch for a human eye to see. We use the black body spectrum of the Universe to find the flux of photon energy for different temperatures and compare them with visual limits of blindness and darkness. We find that the Dark Ages actually began approximately 5 million years later than commonly stated.} "
1801_00102_acl2018.tex," This paper presents a new deep learning architecture for Natural Language Inference (NLI). Firstly, we introduce a new compare-propagate architecture where alignments pairs are compared and then propagated to upper layers for enhanced representation learning. Secondly, we adopt novel factorization layers for efficient compression of alignment vectors into scalar valued features, which are then be used to augment the base word representations. The design of our approach is aimed to be conceptually simple, compact and yet powerful. We conduct experiments on three popular benchmarks, SNLI, MultiNLI and SciTail, achieving state-of-the-art performance on all. A lightweight parameterization of our model also enjoys a $\approx 300\%$ reduction in parameter size compared to the ESIM and DIIN, while maintaining competitive performance. Visual analysis shows that our propagated features are highly interpretable, opening new avenues to explainability in neural NLI models. "
1801_09666.tex," We consider the moduli space $\calH(2,\delta)$ of rank 2 Higgs bundles with fixed determinant $\delta$ over a smooth projective curve  $X$ of genus 2 over $\C$ , and study involutions defined by tensoring the vector bundle with an element $\alpha$  of order 2 in the Jacobian of the curve, combined with multiplication of the Higgs field by $\pm 1$ . We describe the fixed points of these involutions  in terms of the Prym variety of the covering of $X$ defined by  $\alpha$ , and give an interpretation in terms of the moduli space of representations of the fundamental group. "
1801_03504_DBbarB.tex," We study three-body systems composed of $D^{(*)}$ , $B^{(*)}$ and  $(*)$ in order to look for possible bound states or resonances. In order to solve the three-body problem, we use the fixed center approach for the Faddeev equations considering  that the $B^*\bB^*(B\bB)$  are clusterized systems, generated dynamically,  which interact with a third particle $D(D^*)$ whose mass is much smaller than the two-body bound states forming the cluster. In the $DB^*\bB^*$ , $D^*B^*\bB^*$ , $DB\bB$ and $D^*B\bB$ systems with  $I=1/2$ , we found clear bound state peaks with binding energies typically a few tens MeV and more uncertain broad resonant states about ten MeV above the threshold with widths of a few tens MeV. "
1801_00462_ridesharing_v3.tex," We develop a numerical model using both artificial and empirical inputs to analyze taxi dynamics in an urban setting. More specifically, we quantify how the supply and demand for taxi services, the underlying road network, and the public acceptance of taxi ridesharing (TRS) affect the optimal number of taxis for a particular city, as well as commuters' average waiting time and trip time. Results reveal certain universal features of the taxi dynamics with real-time taxi-booking---that there is a well-defined transition between the oversaturated phase when demand exceeds supply, and the undersaturated phase when supply exceeds demand. The boundary between the two phases gives the optimal number of taxis a city should accommodate, given the specific demand, road network and commuter habits. Adding or removing taxis may affect commuter experience very differently in the two phases revealed. In the oversaturated phase the average waiting time is affected exponentially, while in the undersaturated phase it is affected sub-linearly. We analyze various factors that can shift the phase boundary, and show that an increased level of acceptance for TRS universally shifts the phase boundary by reducing the number of taxis needed. We discuss some of the useful insights on the benefits and costs of TRS, especially how under certain situations TRS will not only have economic benefits for commuters, but can also save the overall travel time for the shared parties, by significantly reducing the time commuters spend on waiting for taxis. Our simulations also suggest that simple artificial taxi systems can capture most of the universal features of the taxi dynamics. The relevance of the assumptions and the overall methodology are also illustrated using the empirical road network and taxi demand in Singapore. "
1801_07650_aaai2018-shirakawa.tex," Deep neural networks (DNNs) are powerful machine learning models and have succeeded in various artificial intelligence tasks. Although various architectures and modules for the DNNs have been proposed, selecting and designing the appropriate network structure for a target problem is a challenging task. In this paper, we propose a method to simultaneously optimize the network structure and weight parameters during neural network training. We consider a probability distribution that generates network structures, and optimize the parameters of the distribution instead of directly optimizing the network structure. The proposed method can apply to the various network structure optimization problems under the same framework. We apply the proposed method to several structure optimization problems such as selection of layers, selection of unit types, and selection of connections using the MNIST, CIFAR-10, and CIFAR-100 datasets. The experimental results show that the proposed method can find the appropriate and competitive network structures. "
1801_07604_camera_ready.tex,"  Blockchains enables tamper-proof, ordered logging for transactional data in a decentralized manner over open-access, overlay peer-to-peer networks. In this paper, we propose a decentralized framework of proactive caching in a hierarchical wireless network based on blockchains. We employ the blockchain-based smart contracts to construct an autonomous content caching market. In the market, the cache helpers are able to autonomously adapt their caching strategies according to the market statistics obtained from the blockchain, and the truthfulness of trustless nodes are financially enforced by smart contract terms. Further, we propose an incentive-compatible consensus mechanism based on proof-of-stake to financially encourage the cache helpers to stay active in service. We model the interaction between the cache helpers and the content providers as a Chinese restaurant game. Based on the theoretical analysis regarding the Nash equilibrium of the game, we propose a decentralized strategy-searching algorithm using sequential best response. The simulation results demonstrate both the efficiency and reliability of the proposed equilibrium searching algorithm. "
1801_10134_7umPaper.tex," An atom exposed to an electric field will experience Stark shifts of its internal energy levels, proportional to their polarizabilities. In optical frequency metrology, the Stark shift due to background black-body radiation (BBR) modifies the frequency of the optical clock transition, and often represents a large contribution to a clock's uncertainty budget. For clocks based on singly-ionized ytterbium, the ion's complex structure makes this shift difficult to calculate theoretically. We present a measurement of the differential polarizabilities of two ultra-narrow optical clock transitions present in  , performed by exposing the ion to an oscillating electric field at a wavelength in the region of room temperature BBR spectra. By measuring the frequency shift to the transitions caused by a laser at $7.17{\micro\meter}$ , we obtain values for scalar and tensor differential polarizabilities with uncertainties at the percent level for both the electric quadrupole and octupole transitions at 436{\nano\meter} and 467{\nano\meter} respectively. These values agree with previously reported experimental measurements and, in the case of the electric quadrupole transition, allow a 5-fold improvement in the determination of the room-temperature BBR shift. "
1801_02079_Helium_AIS_PRA.tex," The excitation of an autoionizing resonance by intense radiation requires a theoretical description beyond the transition probability per unit time. This implies a time-dependent formulation incorporating all features of the radiation source, such as pulse temporal shape and duration, as well as stochastic properties, for pulses other than Fourier limited. The radiation from short wavelength free electron lasers is a case in point, as it is the only source that can provide the necessary intensity. In view of ongoing experiments with such sources, we present a systematic study for an isolated autoionizing resonance. We find that intensity, pulse duration and field fluctuations conspire in producing unexpected excitation profiles, not amenable to a description in terms of the usual Fano profile. In particular, the role of intensity fluctuations turns out to pose challenging theoretical problems part of which have been addressed herein.      \item[PACS numbers] 32.80.Aa, 32.80.Hd, 32.70.Jz, 32.80.Rm  "
1801_10558_15_Feb.tex," A central task in quantum information processing is to characterize quantum processes. In the realm of optical quantum information processing, this amounts to characterizing the transformations of the mode creation and annihilation operators. This transformation is unitary for linear optical systems, whereas these yield the well-known Bogoliubov transformations for systems with Hamiltonians that are quadratic in the mode operators. In this paper, we show that a modified Mach-Zehnder interferometer can characterize both these kinds of evolutions for multimode systems. While it suffices to use coherent states for the characterization of linear optical systems, we additionally require single photons to characterize quadratically nonlinear optical systems. "
1801_01632_Guo.tex," Jointing visual-semantic embeddings (VSE) have become a research hotpot for the task of image annotation, which suffers from the issue of semantic gap , i.e., the gap between images' visual features (low-level) and labels' semantic features (high-level). This issue will be even more challenging if visual features cannot be retrieved from images, that is, when images are only denoted by numerical IDs as given in some real datasets. The typical way of existing VSE methods is to perform a uniform sampling method for negative examples that violate the ranking order against positive examples, which requires a time-consuming search in the whole label space. In this paper, we propose a fast adaptive negative sampler that can work well in the settings of no figure pixels available. Our sampling strategy is to choose the negative examples that are most likely to meet the requirements of violation according to the latent factors of images. In this way, our approach can linearly scale up to large datasets. The experiments demonstrate that our approach converges 5.02x faster than the state-of-the-art approaches on OpenImages, 2.5x on IAPR-TCI2 and 2.06x on NUS-WIDE datasets, as well as better ranking accuracy across datasets.  "
1801_00754_isit18.tex,"  Device-to-Device (D2D) communication can support the operation of cellular systems by reducing the traffic in the network infrastructure. In this paper, the benefits of D2D communication are investigated in the context of a Fog-Radio Access Network (F-RAN) that leverages edge caching and fronthaul connectivity for the purpose of content delivery. Assuming offline caching, out-of-band D2D communication, and an F-RAN with two edge nodes and two user equipments, an information-theoretically optimal caching and delivery strategy is presented that minimizes the delivery time in the high signal-to-noise ratio regime. The delivery time accounts for the latency caused by fronthaul, downlink, and D2D transmissions. The proposed optimal strategy is based on a novel scheme for an X-channel with receiver cooperation. Insights are provided on the regimes in which D2D communication is beneficial. "
1801_04165_OMXL_14Dec17.tex," The XL algorithm is an algorithm for solving overdetermined systems of multivariate polynomial equations. It was initially introduced for quadratic equations -- however the algorithm works for polynomials of any degree and we will focus on the performance of XL for degree $\geq3$ , where the optimal termination value of $D$  is still unknown. We prove that the XL algorithm terminates at a certain value of  $D$ when the number of equations exceeds the number of variables by 1 or 2, and give strong evidence that this value is best possible. Our analysis involves some commutative algebra and proving that ordinary multinomials are strongly unimodal, and this result may be of independent interest. "
1801_09263_main.tex," A new, very fast, implementation of the exact (Fock) exchange operator for electronic-structure calculations within the plane-wave pseudopotential method is described in detail for both molecular and periodic systems, and carefully validated. Our method combines the recently  proposed Adaptively Compressed Exchange approach, to reduce the number of  times the exchange is evaluated in the self-consistent loop, with an orbital  localization procedure that reduces the number of exchange integrals to  be computed at each evaluation and potentially the  compute time of each of them.  The new implementation, already available in the Quantum ESPRESSO  distribution, results in a speedup that is never smaller than 3-4 $\times$ and  that increases with the size of the system, according to various realistic  benchmark calculations. "
1801_08197_pg17_submit_1_arxiv.tex," Massive young stellar objects in the Magellanic Clouds show infrared absorption features corresponding to significant abundances of CO, CO $_2$ and H $_2$ O ice along the line of sight, with the relative abundances of these ices differing between the Magellanic Clouds and the Milky Way. CO ice is not detected towards sources in the Small Magellanic Cloud, and upper limits put its relative abundance well below sources in the Large Magellanic Cloud and the Milky Way. We use our gas-grain chemical code MAGICKAL, with multiple grain sizes and grain temperatures, and further expand it with a treatment for increased interstellar radiation field intensity to model the elevated dust temperatures observed in the MCs. We also adjust the elemental abundances used in the chemical models, guided by observations of HII regions in these metal-poor satellite galaxies. With a grid of models, we are able to reproduce the relative ice fractions observed in MC massive young stellar objects (MYSOs), indicating that metal depletion and elevated grain temperature are important drivers of the MYSO envelope ice composition. Magellanic Cloud elemental abundances have a sub-galactic C/O ratio, increasing H $_2$ O ice abundances relative to the other ices; elevated grain temperatures favor CO $_2$ production over H $_2$ O and CO. The observed shortfall in CO in the Small Magellanic Cloud can be explained by a combination of reduced carbon abundance and increased grain temperatures. The models indicate that a large variation in radiation field strength is required to match the range of observed LMC abundances. CH $_3$ OH abundance is found to be enhanced in low-metallicity models, providing seed material for complex organic molecule formation in the Magellanic Clouds. "
