file,title
1801_04247_PLCCO_pseudogap_supplementary_v7.tex,Supplementary Information \\ \vspace{1cm} Common origin of the pseudogap in electron-doped and hole-doped cuprates governed by Mott physics \vspace{1cm}
1801_08353_arXiv_v1.tex,A Secure and Privacy-preserving Protocol for\\ Smart Metering Operational Data Collection
1801_02536_template.tex,Investigation of the energy dependence of the $p_{\textrm{T0}}$ parameter in the \textsc{Pythia}~8 Monte Carlo event generator.
1801_06674.tex,
1801_03423_main.tex,A Smoothed Analysis of the Greedy Algorithm for the Linear Contextual Bandit Problem
1801_01373.tex,\texttt{achemso} demonstration
1801_09137_Manuscript4.tex, Dissipative tunneling by means of scaled trajectories 
1801_02699_main.tex,Measuring the binary black hole mass spectrum \\with an astrophysically motivated parameterization
1801_10160_Paper.tex,Cosmologically Viable Low-energy Supersymmetry Breaking
1801_09429_linkedin-gender-gaps.tex,Professional Gender Gaps Across US Cities
1801_01247_new.tex,Triggering flow asymmetry by lamella deflection during drop impact on superhydrophobic surfaces
1801_01620_bare_conf.tex,Dynamic Island Model based on Spectral Clustering in Genetic Algorithm
1801_10035_SurfaceEngineering.tex,Engineering Surface Critical Behavior of (2+1)-Dimensional O(3) Quantum Critical Points
1801_04438_semisupervised_fv.tex,Semi-supervised Fisher vector network
1801_06771_stable-currency-fgcs.tex,How to Make a Digital Currency on a Blockchain Stable
1801_03985_WienerPolynomialsJan10.tex,On the Roots of Wiener Polynomials of Graphs
1801_03915_main.tex,BioWorkbench: A High-Performance Framework for Managing and Analyzing Bioinformatics Experiments
1801_06540_main.tex,What is the right Addressing scheme for India?
1801_08945_mnras_guide.tex,
1801_10064.tex,A note on the universal separable Banach space with an unconditional Schauder basis with constant K
1801_03189.tex,
1801_01053_BUCC.tex,"Low-depth circuit ansatz for preparing\\
correlated fermionic states on a quantum computer"
1801_08463_supplemental_final.tex,Supplemental material for ``Symmetry-breaking supercollisions in Landau-quantized graphene''
1801_00680_paper.tex,Sampling-Based Methods for Factored\\Task and Motion Planning
1801_08990.tex,\hfilneg Existence of positive solutions for a nonlinear third-order... \hfil
1801_06637_main.tex,Deep Hidden Physics Models: Deep Learning of Nonlinear Partial Differential Equations
1801_01489_mcr_draft_main_1.5.tex,"Model Class Reliance: Variable Importance Measures for any Machine
Learning Model Class, from the ``Rashomon'' Perspective"
1801_09300_olfactory_receptor_distribution_preprint.tex,Environmental adaptation of olfactory receptor distributions
1801_06743_Ce3-xCo9MgxVT_DP.tex,Ce$_{3-x}$Mg$_x$Co$_{9}$: transformation of a Pauli paramagnet into a strong permanent magnet
1801_02139_2017.Insun.BLWCholes.0106.tex,
1801_06608_ICC_5G_UDN_UM.tex,"\vspace{0.25in} 
%Compressive estimation of sparse millimeter wave multipath channels using noncoherent measurements
%Compressive channel estimation on simplified front-ends
Noncoherent compressive channel estimation for mm-wave massive MIMO
"
1801_10449.tex,
1801_05317.tex,"
Quantum mechanics allows undetectable inconsistencies in witnessed events
"
1801_09644.tex,$\sigma$-locales and Booleanization in Formal Topology
1801_00645_pr1.tex,A perfectly frustrated magnetic system: the monopole liquid
1801_04047_jinst-latex-sample.tex,Title
1801_06427.tex,{Freudenthal theorem} and spherical classes in $H_*QS^0$
1801_06682_TWC171231.tex,Securing UAV Communications via Joint Trajectory and Power Control
1801_03995_Cubiques5.tex,
1801_09666.tex,Involutions of rank 2  Higgs bundle moduli spaces
1801_01801.tex,On a connectedness principle of Shokurov-Koll\'{a}r type
1801_10154_CH3OHcorr.tex,Formation of interstellar methanol ice prior to the heavy \ce{CO} freeze--out stage
1801_01498_merger1_final.tex,I. Analysis of candidates for interacting galaxy clusters
1801_07783_main.tex,A General Definition of Network Communities and the Corresponding Detection Algorithm
1801_04651_ijcai18.tex,"IJCAI--18 Formatting Instructions\thanks{These match the formatting instructions of IJCAI-07. The support of IJCAI, Inc. is acknowledged.}"
1801_09929_ms_7.tex,Discovery of three new millisecond pulsars in Terzan 5
1801_02858_main.tex,"Scalable high-resolution forecasting of sparse spatiotemporal events with
kernel methods: a winning solution to the NIJ ``Real-Time Crime Forecasting Challenge''"
1801_03857_arxiv_0108.tex,"Discovering the hidden community structure of public transportation networks%\thanks{Grants or other notes
%about the article that should go on the front page should be
%placed here. General acknowledgments should be placed at the end of the article.}
"
1801_00522_main.tex,A Fair Adaptive Data Rate Algorithm for LoRaWAN
1801_01342_CTL-Iod_Paper.tex,Absolute Frequency Atlas from 915~nm to 985~nm based on Laser Absorption Spectroscopy of Iodine
1801_04620_Krastev_Li_01_2018.tex,Imprints of the nuclear symmetry energy on the tidal deformability of neutron stars
1801_04140_cs_jan10_arxiv.tex,
1801_04196_NaIIXS_NP.tex,Experimental observation of dispersion of non-hydrodynamic collective optic excitations in molten NaI
1801_07898_new_orbits.tex,"Algebras with finitely many conjugacy classes of left ideals versus algebras of finite
 representation type"
1801_09117.tex,centralizer fusion systems of central involutions
1801_03702_PCO_ARPES_ArXiv_v4.tex,Origin of the low-energy electronic structure of the Ce-free T'-type superconducting cuprate Pr$_2$CuO$_4$ revealed by angle-resolved photoemission spectroscopy
1801_03485_Draft_submit_v1.tex,Search for \boldmath $h_{c}\rightarrow\pi^+\pi^-J/\psi$ via $\psi(3686)\rightarrow \pi^0\pi^+\pi^-J/\psi$
1801_00978_quadratics.tex,A quadratic finite element wavelet Riesz basis
1801_10292_main.tex,On the Optimal Recovery Threshold of Coded Matrix Multiplication
1801_05507_main.tex,{{\sc gazelle}: A Low Latency Framework for Secure Neural Network Inference}
1801_08431_Mag2Pol_arXiv.tex,\textsc{Mag2Pol}: A program for the analysis of spherical neutron polarimetry and flipping ratio data 
1801_02212_fifth-moment.tex,The fifth moment of Hecke $L$-functions in the weight aspect
1801_10228_fabric.tex,\bf Hyperledger Fabric: A Distributed Operating System \\ for Permissioned Blockchains 
1801_01819.tex,Twisted arithmetic Siegel Weil formula on $X_{0}(N)$
1801_04567_denseDiffusion_JCP_rev.tex,Dynamical density functional theory for dense suspensions of colloidal hard spheres
1801_03962_social_spatial_article_EPJ_arxiv.tex,\bf{Individual mobility and social behaviour: \\ Two sides of the same coin}
1801_04207_draft.tex,NA62 sensitivity to heavy neutral leptons\\in the low scale seesaw model
1801_04634.tex,"Theorems About 
Integration Order Replacement"
1801_05353_main_EE.tex,Energy-Efficient Power Loading for OFDM-based Cognitive Radio Systems with Channel Uncertainties
1801_05162_main.tex,"
    Resistivity Anomaly     in Weyl Semimetal candidate Molybdenum Telluride
"
1801_02894_SLM_paper_draft_v11.tex,Spatial Lattice Modulation for MIMO Systems
1801_02736_nips_2017-final.tex,Modeling sepsis progression using hidden Markov models
1801_10432_Cover.tex,A Variable Density Sampling Scheme\\ for Compressive Fourier Transform Interferometry
1801_06758_22liststrong.tex,List strong edge-coloring of graphs with maximum degree 4
1801_07491_dissipative-p-spin.tex,A dissipative environment may improve the quantum annealing performances of the ferromagnetic \texorpdfstring{$ \bm{p} $}{p}-spin model
1801_06489_NFB3Body.tex,Three-body recombination near a narrow Feshbach resonance in $^6$Li
1801_02907_AA31915.tex,Flare particle acceleration in the interaction of twisted coronal flux ropes
1801_00651_MNRAS_stx2398.tex,
1801_07665_EVC_tau_rho_20180123.tex,"On all Pickands Dependence
Functions whose corresponding Extreme-Value-Copulas have \mbox{Spearman $\rho$} (Kendall $\tau$) 
identical to some value $v \in [0,1]$"
1801_09060_manuscript_1col.tex,IRSA Transmission Optimization via Online~Learning
1801_03690_pncgmicrom.tex,\Large{\textbf{Preconditioned nonlinear conjugate gradient method for micromagnetic energy minimization}}
1801_03467_infty-operads-2018-01-10.tex,Infinity-operads and Day convolution in Goodwillie calculus
1801_03052_superfluid_drag.tex,Superfluid drag in the two-component Bose-Hubbard model
1801_08617_NbS2_1T_CDW_reprint.tex,Traces of Charge Density Waves in NbS$_2$
1801_03504_DBbarB.tex,Prediction of new states from $D^{(*)}B^{(*)}\bB^{(*)}$ three-body interactions
1801_10371_Plasmonic_surface_traps_submission.tex,Plasmonic surface traps with arbitrary shape for cold atoms
1801_05547_extrapolation-jfm-Arxiv2.tex,Extrapolation theory for Stokes flow past a deformed sphere
1801_06038_Driftobs_clean.tex,
1801_09539_wanderingarx.tex,Julia sets with a wandering branching point
1801_01450_qti_eka.tex,Quantifying Translation-Invariance in Convolutional Neural Networks
1801_08933_obstructions10.tex,Transfer of \Ai-structures to projective resolutions
1801_10337_manuscript.tex,Detection of Nodal-Line Semimetal Surface States by Resonant Spin-Flipped Reflection
1801_07673_manuscript.tex,Analogue of Null Geodesic in Quantum Spacetime
1801_08006_OSA-SPIN-HALL-EFFECT.tex,Spin Hall effect and circular birefringence in polymers
1801_08695_Inverse_Results_Kantorovich_Final_2018_PEMS.tex,An inverse result of approximation by\\ sampling Kantorovich series
1801_10177_ms.tex,An Improved Transit Measurement for a 2.4 $R_{\Earth}$ Planet Orbiting A Bright Mid-M Dwarf K2$-$28
1801_01250_paper_systematic.tex, Empirical evidence of the effect of superfluidity on the fusion barrier 
1801_01762_Leray-Modane.tex,Finite time singularities in incompressible flows at very large Reynolds number
1801_06394_paper.tex,Prospects for laser-driven ion acceleration through controlled displacement of electrons by standing waves
1801_02554_mnras_template.tex,
1801_02996_dycki-kernel.tex,
1801_00718_main.tex,A review of change point detection methods\tnoteref{t1}
1801_09849.tex,
1801_00538.tex,"The Cauchy two-matrix model, C-Toda lattice and CKP hierarchy"
1801_00462_ridesharing_v3.tex,Phase Transition in Taxi Dynamics and Impact of Ridesharing
1801_03527.tex,Multiplication of Distributions and Nonperturbative Calculations of Transition Probabilities
1801_08340_STAnalogy.tex,Reconstructing the attractor of spatial and time-delayed systems from the time series of a scalar variable
1801_05885_review.tex,"%
  Pre-Born--Oppenheimer Molecular Structure Theory
"
1801_03801_localized_plasmon.tex,Localized surface plasmons in a continuous and flat  graphene sheet
1801_09408_p18chainais.tex,
1801_04483.tex,Waring's Theorem for Binary Powers
1801_08437_annih-pol.tex,"Calculating the Minimal Annihilating Polynomials of
  % Matrices"
1801_10569_main-pc.tex,A polymer based phononic crystal
1801_04461_Size-to-depth__A_New_Perspective_for_Single_Image_Depth_Estimation.tex,Size to Depth: A New Perspective for Single Image Estimation
1801_03357.tex,
1801_08696.tex,"
Uniqueness and nondegeneracy of ground states to nonlinear scalar field equations 
involving the Sobolev critical exponent in their nonlinearities for high frequencies
"
1801_10093_ArxivCopydynamicModel.tex,Dynamic Chemical Model for \ce{H2}/\ce{O2} Combustion Developed Through a Community Workflow
1801_02742_main.tex,A Large Scale Investigation of Obfuscation Use in Google Play
1801_01629.tex,Euler evolution of a concentrated vortex in planar bounded domains
1801_02805_deeptraffic.tex,Fast Generation of Human-Realistic Peripheral Vision
1801_01306_deepCompPlb.tex,"Components of polarization-transfer to a bound proton in a deuteron
\\
measured by quasi-elastic electron scattering "
1801_02591_Template_ISBI2018.tex,Unsupervised Discovery of \textit{Toxoplasma gondii} Motility Phenotypes 
1801_08209_liimets.tex,New insights into the outflows from R Aquarii
1801_05627_glauner2018.tex,ON THE REDUCTION OF BIASES IN BIG DATA SETS FOR THE DETECTION OF IRREGULAR POWER USAGE
1801_03203.tex,"\textbf{Stochastic global maximum principle for general mean-field forward backward control
systems with jumps}"
1801_08415_main.tex,Convective evaporation of vertical films
1801_07365_egpaper_for_review.tex,Learning to Prune Filters in Convolutional Neural Networks
1801_07236_rps.tex,"LOOKING FOR A NEW TEST OF GENERAL RELATIVITY\\
IN THE SOLAR SYSTEM"
1801_02878_Anna_Giribono_NIMA-D-17-00216R1_EAAC2017.tex,
1801_06656_kalenskii.tex,Class I methanol masers
1801_03042_Nanoparticle_Rotation.tex,
1801_05415_Unlinks.tex,"Unknotted ribbon disks, band surgeries, and algebraic curves"
1801_09569_giano_final.tex,Exoplanet atmospheres with GIANO
1801_02163_Plan.tex,Stochastic Density Functional Theory at Finite Temperatures
1801_00209_WWW2018.tex,Deep Reinforcement Learning for List-wise Recommendations
1801_01025_sample-sigconf.tex,How Does Bug-Handling Effort Differ Among Different \\Programming Languages?
1801_08975_mnras_template.tex,
1801_03055_DeconvolvingRNA-arXiv.tex,Deconvolving RNA base pairing signals
1801_03678_ZLJWS2017JEBO.tex,
1801_08160_PP.tex,Limits on the number of spacetime dimensions from GW170817
1801_04822_Ruban28Feb2018-Eng.tex,\bf Long-lived quantum vortex knots
1801_01531_ap_2017.tex,Slugbot: An Application of a Novel and Scalable \\ Open Domain Socialbot Framework
1801_08040_manuscript.tex,Polyakov loop fluctuations in the presence of external fields
1801_08150_transformation_contextuality.tex,Quantum advantage from sequential transformation contextuality
1801_04342_main.tex,Neural Trigonometry: Learning Trigonometry with tree-structured (recursive?) neural networks
1801_04294_cnt_metal_revised_final_bib.tex,Bandstructure and Contact Resistance of Carbon Nanotubes Deformed by the Metal Contact
1801_06211_ComaP.HI.v5b.tex,"The Enigmatic (Almost) Dark Galaxy Coma\,P:  The Atomic
  Interstellar Medium"
1801_05581_TopoCircuit_maintext.tex,Topological nodal states in circuit lattice
1801_08087_Costaetal2018.tex,Fractal analyses of networks of integrate-and-fire stochastic spiking neurons
1801_03074_main.tex,Game of Drones - Detecting Streamed POI from Encrypted FPV Channel
1801_09483_kreuzer18.tex,Using B-spline frames to approximate solutions of acoustic scattering problems
1801_10036.tex,"{Singularity formation to the Cauchy problem of the two-dimensional non-baratropic magnetohydrodynamic equations without heat conductivity}
\thanks{Supported by China Postdoctoral Science Foundation (No. 2017M610579),
the Postdoctoral Science Foundation of Chongqing (No. xm2017015),
Fundamental Research Funds for the Central Universities (No. XDJK2017C050),
and the Doctoral Fund of Southwest University (No. SWU116033).}
"
1801_07957_manuscript.tex,Ultrafast orbital manipulation and Mott physics in multi-band correlated materials
1801_01542.tex,Congruences of Power Sums
1801_03406_acl2017.tex,DeepSeek: Content Based Image Search \& Retrieval
1801_08128_darkmatter_2017.tex,
1801_00488_AUBIN-FRANKOWSKI_Feynman_Aronszajn.tex,"\vspace*{2cm}
"
1801_03269_pap.tex,"Topological phase, supercritical point and emergent fermions in the extended parafermion chain"
1801_02508_nips_2016.tex,Spiking memristor logic gates are a type of time-variant perceptron
1801_00127_FQMC.tex,Antiferromagnetc itinerant quantum critical point with fermion pockets and hot spots
1801_07650_aaai2018-shirakawa.tex,Dynamic Optimization of Neural Network Structures\\Using Probabilistic Modeling
1801_01505_ms.tex,
1801_00399.tex,Computation of Maximal Determinants of Binary Circulant Matrices
1801_04408_ms.tex,Observations of a white-light flare associated with a filament eruption
1801_07128_TPQ_kagome_arxiv.tex,"
{Asymmetric melting of one-third plateau in kagome quantum antiferromagnets}
%{Fate of One-third Plateau in Kagome Quantum Antiferromagnets}
"
1801_02800_arxiv-holevo-fidelity_isit18.tex,Recoverability for Holevo's just-as-good fidelity
1801_00497_Bayes.tex," Implementing Bayesian Networks 
with Embedded Stochastic MRAM"
1801_07604_camera_ready.tex,Decentralized Caching for Content Delivery Based on Blockchain: A Game Theoretic Perspective
1801_08808_sample.tex,Learning Optimal Redistribution Mechanisms Through Neural Networks
1801_07241_flying_1_.tex,Precisely controlling the reflection phase of a photon via a strongly-coupled ancilla dressed qubit
1801_02005_main.tex,Exponential Speedup of Quantum Annealing by Inhomogeneous Driving of the Transverse Field
1801_06638_main.tex,
1801_05227_secrecy_5G_revision.tex,A Survey of Physical Layer Security Techniques for 5G Wireless Networks and Challenges Ahead
1801_07234_6dFGS.tex,Probing narrow-line Seyfert 1 galaxies in the southern hemisphere
1801_01508_Padova17_proc_arxiv_20171206.tex,
1801_00742_main.tex,Large Flocks of Small Birds: On the Minimal Size of Population Protocols\footnote{M. Blondin was supported by the Fonds de recherche du Quebec – Nature et technologies (FRQNT).}
1801_00956_main.tex,Overview of the CLEAR plasma lens experiment
1801_06465_Ca3Mn2O7.tex,"Soft antiphase tilt of oxygen octahedra in the hybrid improper
    multiferroic $\rm Ca_3Mn_{1.9}Ti_{0.1}O_7$"
1801_02616_sp_paper.tex,Effects of gate-induced electric fields on semiconductor Majorana nanowires
1801_10513_paper.tex,The \textsc{Elfe} System  \subtitle{Verifying mathematical proofs of undergraduate students} 
1801_02621_mainfile.tex,An Energy Conserving Routing Scheme for Wireless Body Sensor Nanonetwork Communication
1801_03577_main.tex,Mosaicked multispectral image compression based on inter- and intra-band correlation
1801_06648_surface.tex,On the electrostatic field created at ground level by a halo
1801_03968_arxivSubmission.tex,Interactive Learning of Acyclic Conditional Preference Networks
1801_08410_JournalSCFSCP.tex,\huge{Relaxed Conditions for Secrecy in a Role-Based Specification}
1801_05001.tex,
1801_10044_Briggs_MCVs.tex,Magnetic Fields in Interacting Binaries
1801_09927_bare_jrnl.tex,Diagnose like a Radiologist: Attention Guided Convolutional Neural Network for Thorax Disease Classification
1801_00943_arXiv_sub.tex,Quantum Monte Carlo calculations of van der Waals interactions between aromatic benzene rings
1801_02540_maskaligner.tex,Mask aligner for ultrahigh vacuum with capacitive distance control
1801_08564_HitSet5.0.tex,Tight Bound on the Number of Relevant Variables in a Bounded degree Boolean function
1801_05075_main.tex,A Human-Grounded Evaluation Benchmark for Local Explanations of Machine Learning
1801_08342_HongCan1.tex,
1801_09033_covschub27.tex,Affine Schubert calculus and double coinvariants
1801_09321_conference_071817.tex,"Document Image Classification with Intra-Domain Transfer Learning and Stacked Generalization of \\Deep Convolutional Neural Networks\\
		%\thanks{Identify applicable funding agency here. If none, delete this.}
	"
1801_00788_Hydro_CGM_v4.tex,
1801_01581_WicksfpADEpaper.tex,Frobenius-Perron Theory of Modified ADE Bound Quiver Algebras
1801_08341_paper_current_material.tex,The Price of Indivisibility in Cake Cutting
1801_00015_sn2016bkv.tex,Short-Lived Circumstellar Interaction in the Low-Luminosity Type~IIP SN~2016\lowercase{bkv}
1801_02056_ms.tex,Supernovae from massive stars with extended tenuous envelopes
1801_06845_main.tex,"Time series kernel similarities for predicting Paroxysmal Atrial Fibrillation from ECGs\\
%{\footnotesize\textsuperscript{*}Note: Sub-titles are not captured in Xplore and should not be used}
%\thanks{We thank Hasler Foundation for providing funds ....}
"
1801_06810_chapter_mapping-studies-security.tex,
1801_08698.tex,Concentration without measure
1801_10275_ms.tex,The Detection of Hot Cores and Complex Organic Molecules in the Large Magellanic Cloud
1801_09391_mmWave_PPP_two.tex,Safeguarding Millimeter Wave Communications Against Randomly Located Eavesdroppers
1801_01272_casal_npa8.tex,Three-body radiative capture reactions
1801_05734_main.tex,Eliminating the effect of rating bias on reputation systems
1801_04071_misawa.tex,"Spectroscopic Observations of the Outflowing Wind in the Lensed
  Quasar SDSS~J1001+5027\altaffilmark{1}"
1801_07110_CN.tex,"\bf Convolutional Networks in \\
Visual Environments
%Information-Based Laws  of \\ Convolutional Networks
%in Vision
"
1801_10134_7umPaper.tex,Measurement of differential polarizabilities at a mid-infrared wavelength in \Yb{}
1801_10128_macc.tex,Information Measures for Microphone Arrays
1801_08003_Threadable.tex,Threadable Curves
1801_01385_iSTDP-SWN.tex,Effect of Inhibitory Spike-Timing-Dependent Plasticity on Fast Sparsely Synchronized Rhythms in A Small-World Neuronal Network
1801_00659_Xuyn.tex,Spin Glass in the Bond-Diluted $J_{1}-J_{2}$ Ising Model on the Square Lattice
1801_01203_main.tex,"\mbox{Spectre Attacks: \} \mbox{Exploiting Speculative Execution}\thanks{
After reporting the results here, we were informed that our work partly overlaps the 
results of independent work done at Google's Project Zero.}"
1801_08571_megamag.tex,Beyond saturation: detection of unprescendently strong magnetic fields in fully convective stars
1801_04905_b145-arxiv.tex,\rm Corrigendum to the paper
1801_06560_draft.tex,Phonon-induced long-lasting nonequilibrium in the electron system \\of laser-excited copper
1801_04031_raa_reviews.tex,Mass-accreting white dwarfs and type Ia supernovae
1801_07173.tex,\LARGE{Principalisation abélienne des groupes de classes de rayons}
1801_04778_chavezSpatialCoherence2018_arXiv.tex,"Detecting dynamic spatial correlation patterns\\
with generalized wavelet coherence and non-stationary surrogate data"
1801_05758_orb_sect_conj.tex,On Grothendieck's section conjecture for orbicurves
1801_01329_BNGisnottopoBNG.tex,Bounded normal generation is not equivalent to topological bounded normal generation
1801_00295.tex,"{Moutard transforms for the conductivity equation}
\thanks{The main part of the work was fulfilled during the visit of the 
first author to the Institut des Hautes \'Etudes Scientifiques
in November 2017. The first author was partially supported by the Russian Foundation for Basic Research, 
grant 17-51-150001 ``Quasilinear equations, inverse problems, and their applications'' and by the program of the Presidium 
of the Russian Academy of Sciences ``Fundamental problems of nonlinear dynamics''. The second author was partially supported 
by PRC 1545 CNRS/RFBR: ``\'Equations quasi-lin\'eaires, probl\`emes inverses et leurs applications''.}"
1801_02954_DirichletRegression.tex,A method for Bayesian regression modelling of composition data
1801_03232.tex,$U(\fh)$-free modules over the Block algebra $\BB(q)$
1801_06745.tex,"Bilinear pseudo-differential operators with exotic symbols, II"
1801_03515_cgl_17.tex,Formation of Globular Cluster Systems: From Dwarf Galaxies to Giants
1801_08030_mlsl-sysml.tex,MLSL: Scaling-out DL training for Cloud and HPC
1801_01166_Crumples_SM.tex,Supplement to The Roll of Adhesion in the Mechanics of Crumpled Polymer Films
1801_08145_sextans_sfh.tex,
1801_05647_imtm_rev.tex,"Ground and excited states of spherically symmetric potentials through an imaginary-time evolution method:
Application to spiked harmonic oscillators"
1801_06027_paper.tex,In-RDBMS Hardware Acceleration of Advanced Analytics
1801_00671_AA32028.tex,A Spectroscopic Survey of the Youngest Field Stars in the Solar Neighborhood
1801_06522_ms.tex,Mean Occupation Function of High Redshift Quasars from the Planck Cluster Catalog
1801_01641_main.tex,CIKM16-aNMM
1801_05056_robust_let7.tex,Genetic robustness of let-7 miRNA sequence-structure pairs
1801_06212.tex,
1801_10520_Hyper-Rational.tex,Hyper-rational choice theory
1801_00972_Cluster.tex,Plasma flow around and charge distribution of a dust cluster in a rf discharge
1801_10408_main.tex,\plaintitle
1801_02457_sample-manuscript.tex,"A Multifrequency MAC Specially Designed for Wireless Sensor
  Network Applications"
1801_04170_chistyakov15.tex,Multilayered Model of Speech
1801_02204_KS-paper.tex,\Large\bf Kantowski-Sachs gravitational collapse and gravitational waves
1801_08230_main.tex,Deep Interactive Evolution
1801_01628_MDiffUr.English.tex,Differential Equation over Banach Algebra
1801_07513_Paper-TW-Aug-17-1010.tex,System-Level Modeling and Optimization of the Energy Efficiency in Cellular Networks -- A Stochastic Geometry Framework
1801_02361_Carbone_2017.tex,Optimized radio follow up of binary neutron-star mergers
1801_05338_FeedbackDecision_v6.tex,"Decision-Feedback Detection Strategy for Nonlinear Frequency-Division
Multiplexing "
1801_06954_DiscontinuousPotentialv14.tex,A port-Hamiltonian approach to the control of nonholonomic systems
1801_03029_DesktopMuonDetector.tex,"The CosmicWatch Desktop Muon Detector: a self-contained, pocket sized particle detector."
1801_08038_mech_annealing_high_temp_arxiv.tex,The yielding transition in periodically sheared binary glasses at finite temperature
1801_00554_nips17_deception.tex,Did you hear that? Adversarial Examples Against Automatic Speech Recognition
1801_08586_main.tex,Reconstructing a cascade from temporal observations
1801_00966_Black_Hole_Interior_8.tex,The black hole interior and the type II Weyl fermions
1801_01711_reproducibility_corrected_for_online.tex,Variability of model-free and model-based quantitative measures of EEG
1801_02079_Helium_AIS_PRA.tex,"Effects of Field Fluctuations on Driven Autoionizing
Resonances"
1801_06914_Steklov_glue_v4.tex,
1801_02649_ms.tex,Reionization and Cosmic Dawn Modeling
1801_09648_Diss_Jul_17.tex,Global Stability for Charged Scalar Fields in an Asymptotically Flat Metric in Harmonic Gauge
1801_01157_CDH.NT.CS.CP_2_.03.01.2018.tex,"Nontopological first-order vortices in a gauged $CP(2)$ theory
endowed with the Chern-Simons action"
1801_08244_manuscript.tex,Importance sampling for partially observed temporal epidemic models
1801_02460_main.tex,The Gaussian Noise Model in the Presence of Inter-channel Stimulated Raman Scattering
1801_03768_manuscript.tex,High temperature linear magnetoresistance and scaling behavior in the Ba(Fe${_{1-x}}$Co${_{x}}$)$_{2}$As$_{2}$ series
1801_06370.tex,Derived equivalences of gentle algebras via Fukaya categories
1801_03919_multipartite_coherence_arXiv_w_bib.tex,Genuine Distributed Coherence
1801_05585_inpainting.tex,Light-weight pixel context encoders for image inpainting
1801_02322_scTex.tex,Theory of Superconductivity in Strongly Correlated Electron Systems
1801_10205_paper.tex,Field-driven dynamical demixing of binary mixtures
1801_07017_CMa.tex,
1801_09127.tex,$\mathfrak{X}$-Gorenstein projective dimensions
1801_04047_document.tex,"Performance of new silica aerogels in a \\threshold \u{C}erenkov
counter"
1801_06011_main.tex,Forecasting User Attention During Everyday Mobile Interactions Using Device-Integrated and Wearable Sensors
1801_06172_cpfm_sentiment_fm.tex,Contextual and Position-Aware Factorization Machines \\for Sentiment Classification
1801_09684_manuscript.tex,Latent Space Purification via Neural Density Operators
1801_10558_15_Feb.tex,Quantum process tomography of linear and quadratically nonlinear optical systems
1801_10334.tex,Quantitative recurrence and homogeneous self-similar sets
1801_01089_paper.tex,3D Face Reconstruction with Region Based Best Fit Blending Using Mobile Phone for Virtual Reality Based Social Media
1801_05836_manuscript.tex,The Dynamics of Truncated Black Hole Accretion Disks \RNum{2}:  Magnetohydrodynamic Case
1801_02809_paper.tex,Generalized Grover's algorithm for multiple phase inversion states
1801_04159_wikirank.tex,Can Who-Edits-What Predict Edit Survival?
1801_04470_sample-sigconf-authordraft.tex,SIG Proceedings Paper in LaTeX Format
1801_09822_nstar-zoubs.tex,"$N^*$ Production from  $e^+e^-$ Annihilations \thanks{This work is supported in part by DFG and NSFC through funds provided to the Sino-German CRC 110 ``Symmetry and the Emergence of Structure in QCD"" (NSFC Grant No. 11621131001), as well as an NSFC fund
under Grant No. ~11647601.}
"
1801_04363_KT_MS_Main_ver01.tex,"
Design of accurate formulas for approximating functions 
in weighted Hardy spaces by discrete energy minimization"
1801_02599_cluster_state_from_QDs_with_always-on_interaction_arxiv.tex,Deterministic generation of large-scale entangled photonic cluster state from interacting solid state emitters
1801_06761_egpaper_final.tex,\LaTeX\ Author Guidelines for CVPR Proceedings
1801_10487_manuscript.tex,Identifying systemically important companies in the entire liability network of a small open economy
1801_07288_acl2017.tex,Siamese Neural Networks with Random Forest for detecting duplicate question pairs
1801_03781_PenningOrganics_JPCA_01.tex,
1801_02918_MAIN.tex,\papertitle
1801_09909_BM_with_resetting_final1.tex,Properties of additive functionals of Brownian motion with resetting
1801_04053_nem-compendium-v2-arXiv.tex,\Large\bf Noisy Expectation-Maximization: Applications and Generalizations
1801_03393_Viktor_Ariel_Quaternion_Relativity_2018-01-05.tex,The Real Quaternion Relativity
1801_07834_manuscript.tex,
1801_00217_dynamics11-1225.tex,Proper dissipative torques in antiferromagnetic dynamics
1801_05393_paper.tex,Coexistence of 5G mmWave Users with Incumbent Fixed Stations over 70 and 80 GHz
1801_09458_moment_expl_rheston02.tex,Moment Explosions in the Rough Heston Model
1801_08031_lo-erratum.tex,"\small\rm[2013] ERRATUM: ``DETERMINING NEUTRON STAR MASSES AND RADII USING ENERGY-RESOLVED WAVEFORMS OF X-RAY BURST OSCILLATIONS''(ApJ, 776, 19 )"
1801_01632_Guo.tex,VSE-ens: Visual-Semantic Embeddings with Efficient Negative Sampling
1801_09234.tex,"On $\sigma$-quasinormal  subgroups of finite groups
 \thanks{Research is supported by an NNSF grant of China (Grant No.
11401264) and a TAPP of Jiangsu Higher Education Institutions (PPZY 2015A013)}"
1801_06890_Aging_Resub_arXiv.tex,Isomorph theory of physical aging
1801_08694_prletters-PDNet.tex,PDNet: Semantic Segmentation integrated with a Primal-Dual Network for Document binarization
1801_09904_Lambert_W_series_3.tex,Taylor series for generalized Lambert W functions
1801_03293_arxiv.tex,Unconventional superconducting gap structure protected by space group symmetry
1801_10544_SI_Enem.tex,Supplementary Information: \\ Assessing student's achievement gap between ethnic groups in Brazil
